nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion,financiacion_total_por_acciones_log,ultima_financiacion_por_acciones_log,monto_de_ultima_financiacion_log,financiacion_total_log,seguidores_en_linkedin_log,seguidores_en_facebook_log,seguidores_en_twitter_log,empleados_en_linkedin_log,años_desde_ultima_financiacion_log,cluster_kmeans
Mable (Neurolytic Healthcare),2019-01-01,0,0,active,Salud,6,2.0,904.0,89.0,0,0,2.0,1,1,3250000.0,3200000.0,0,8,1.0,3250000.0,4,seed,2022-07-27,3200000.0,2.956164383561644,14.99416586199818,14.978661680269907,14.978661680269907,14.99416586199818,6.807934943699926,4.499809670330265,0.0,1.0986122886681098,1.37527496587028,0
Able Jobs,2019-01-01,0,0,active,Educación,6,67.0,54000.0,0.0,0,8,3.0,0,3,2300000.0,500000.0,0,6,2.0,2300000.0,3,seed,2022-11-17,500000.0,2.646575342465753,14.648420115681892,13.122365377402328,13.122365377402328,14.648420115681892,10.896757843893464,0.0,0.0,4.219507705176107,1.29378846481262,0
Prospa,2019-01-01,0,0,active,Finanzas,6,57.0,10000.0,5300.0,0,1,3.0,1,2,3925000.0,3800000.0,0,14,1.0,3925000.0,3,pre_seed,2021-09-08,3800000.0,3.8383561643835615,15.182877163975684,15.150511887854474,15.150511887854474,15.182877163975684,9.210440366976517,8.575650760987806,0.0,4.060443010546419,1.5765750275814139,1
Nestybox,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,193.0,0.0,100,0,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,1,seed,2020-08-25,125000.0,4.876712328767123,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,5.267858159063328,0.0,4.61512051684126,1.0986122886681098,1.7709974777796258,0
Pylons,2019-01-01,0,0,active,Software y Servicios B2B,6,4.0,862.0,0.0,0,2,1.0,0,1,3200000.0,3200000.0,0,6,1.0,3200000.0,1,seed,2023-07-11,3200000.0,2.0,14.978661680269907,14.978661680269907,14.978661680269907,14.978661680269907,6.760414691083428,0.0,0.0,1.6094379124341003,1.0986122886681098,0
taxProper,2019-01-01,0,0,active,Finanzas,6,5.0,220.0,197.0,0,4,2.0,0,2,2150000.0,2000000.0,0,4,2.0,2150000.0,2,seed,2020-06-06,2000000.0,5.095890410958904,14.580978865220017,14.508658238524095,14.508658238524095,14.580978865220017,5.3981627015177525,5.288267030694535,0.0,1.791759469228055,1.807614841017849,0
Slapdash,2019-01-01,0,0,active,Software y Servicios B2B,6,7.0,217.0,0.0,538,2,3.0,0,3,3700000.0,3700000.0,0,8,1.0,3700000.0,2,seed,2021-03-18,3700000.0,4.315068493150685,15.123843647884687,15.123843647884687,15.123843647884687,15.123843647884687,5.384495062789089,0.0,6.289715570908998,2.0794415416798357,1.6705458984748822,0
Nomad Rides,2019-01-01,0,0,active,Software y Servicios B2B,6,4.0,1000.0,227.0,147,1,3.0,0,3,3500000.0,1800000.0,0,2,1.0,3500000.0,2,seed,2022-08-15,1800000.0,2.904109589041096,15.068273812173887,14.403297778421795,14.403297778421795,15.068273812173887,6.90875477931522,5.429345628954441,4.997212273764115,1.6094379124341003,1.3620297391202594,0
Farm Theory,2019-01-01,0,0,active,No Especificado,6,26.0,3000.0,0.0,0,3,2.0,1,1,1596752.0,120000000.0,0,3,1.0,1596752.0,2,seed,2024-02-27,120000000.0,1.367123287671233,14.283482750238417,18.603002309079653,18.603002309079653,14.283482750238417,8.006700845440367,0.0,0.0,3.295836866004329,0.8616754152215641,1
Encuadrado,2019-01-01,0,0,active,Finanzas,6,107.0,9000.0,1400.0,87,4,2.0,0,2,1625000.0,1500000.0,0,4,1.0,1625000.0,2,seed,2021-11-02,1500000.0,3.687671232876713,14.301018989130402,14.220976332738882,14.220976332738882,14.301018989130402,9.105090961257085,7.244941546337007,4.477336814478207,4.68213122712422,1.5449359203097022,0
Kitchenful,2019-01-01,1,0,active,Consumo,6,9.0,619.0,265.0,0,1,2.0,0,2,2025000.0,1900000.0,0,9,4.0,2025000.0,2,seed,2021-10-21,1900000.0,3.72054794520548,14.521080752349816,14.45736497045232,14.45736497045232,14.521080752349816,6.429719478039138,5.583496308781699,0.0,2.302585092994046,1.5519248829454382,0
Hoss,2019-01-01,0,0,active,Software y Servicios B2B,6,6.0,335.0,0.0,130,2,3.0,0,3,1600000.0,1600000.0,0,9,1.0,1600000.0,1,seed,2020-06-18,1600000.0,5.063013698630137,14.285514812209815,14.285514812209815,14.285514812209815,14.285514812209815,5.817111159963204,0.0,4.875197323201151,1.9459101490553132,1.8022069864685581,0
Rinsed,2019-01-01,0,0,active,Software y Servicios B2B,6,108.0,12000.0,0.0,0,0,3.0,0,3,35000000.0,20000000.0,0,5,3.0,35000000.0,3,series_b,2023-04-25,20000000.0,2.210958904109589,17.370858648025116,16.811242881518265,16.811242881518265,17.370858648025116,9.392745258631441,0.0,0.0,4.6913478822291435,1.1665696165544666,1
Preclusio,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,61.0,0.0,36,0,2.0,1,1,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,4.127134385045092,0.0,3.6109179126442243,1.0986122886681098,1.9309256415528244,0
Omni,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,211.0,0.0,0,0,3.0,0,3,1175000.0,1175000.0,0,9,2.0,1175000.0,1,seed,2020-08-24,1175000.0,4.879452054794521,13.976779556623864,13.976779556623864,13.976779556623864,13.976779556623864,5.356586274672012,0.0,0.0,1.0986122886681098,1.7714635696081522,0
Adyn,2019-01-01,0,0,active,Salud,6,9.0,2000.0,260.0,484,7,1.0,1,0,2625000.0,2500000.0,0,12,3.0,2625000.0,2,seed,2021-04-19,2500000.0,4.227397260273973,14.78059183496017,14.731801689838349,14.731801689838349,14.78059183496017,7.601402334583733,5.564520407322694,6.184148890937483,2.302585092994046,1.6539134984257404,0
Cuboh,2019-01-01,1,0,active,Software y Servicios B2B,6,14.0,2000.0,223.0,275,29,2.0,0,2,1394774.0,40000.0,0,8,2.0,1428711.0,4,seed,2021-03-01,40000.0,4.361643835616438,14.14824366990634,10.596659732783579,10.596659732783579,14.172283897062044,7.601402334583733,5.4116460518550396,5.62040086571715,2.70805020110221,1.6792706138135847,0
Revolve Surgical,2019-01-01,0,5,active,Software y Servicios B2B,6,8.0,1000.0,0.0,0,7,3.0,0,3,125000.0,125000.0,0,4,1.0,125000.0,3,pre_seed,2021-08-31,125000.0,3.86027397260274,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,6.90875477931522,0.0,0.0,2.1972245773362196,1.5810948092870334,0
Nara,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,659.0,0.0,150,2,3.0,1,2,500000.0,500000.0,0,6,1.0,500000.0,1,pre_seed,2022-03-22,500000.0,3.304109589041096,13.122365377402328,13.122365377402328,13.122365377402328,13.122365377402328,6.492239835020471,0.0,5.017279836814924,1.0986122886681098,1.4595702846731295,0
Orderli,2019-01-01,0,0,active,Software y Servicios B2B,6,8.0,1000.0,151.0,34,2,3.0,0,3,1063793.0,875000.0,0,4,1.0,1063793.0,3,seed,2023-02-06,875000.0,2.4246575342465757,13.877352321116524,13.681980308196241,13.681980308196241,13.877352321116524,6.90875477931522,5.0238805208462765,3.5553480614894135,2.1972245773362196,1.2310014767138555,0
HireSure,2019-01-01,0,0,active,Software y Servicios B2B,6,33.0,11000.0,0.0,0,3,5.0,0,5,3001780.0,207000000.0,0,6,2.0,3001780.0,2,seed,2023-02-15,207000000.0,2.4,14.914716337148707,19.14822935606056,19.14822935606056,14.914716337148707,9.305741456739435,0.0,0.0,3.5263605246161616,1.2237754316221157,1
Sytex,2019-01-01,0,0,active,Software y Servicios B2B,6,26.0,3000.0,286.0,76,0,4.0,0,4,1100000.0,1100000.0,0,1,1.0,1100000.0,1,pre_seed,2022-08-22,1100000.0,2.884931506849315,13.910821646859095,13.910821646859095,13.910821646859095,13.910821646859095,8.006700845440367,5.659482215759621,4.343805421853684,3.295836866004329,1.3571053535095812,0
StowNest Storage,2019-01-01,0,0,active,Bienes Raíces y Construcción,6,64.0,2000.0,1700.0,176,0,4.0,0,4,630000.0,505000.0,0,6,1.0,630000.0,2,seed,2021-12-01,505000.0,3.608219178082192,13.353476685668044,13.132315688453556,13.132315688453556,13.353476685668044,7.601402334583733,7.438971592395862,5.176149732573829,4.174387269895637,1.527841486950402,0
Refinery,2019-01-01,0,0,active,Software y Servicios B2B,6,7.0,130.0,0.0,66,5,2.0,0,2,1650000.0,1500000.0,0,1,1.0,1650000.0,2,seed,2019-09-01,1500000.0,5.86027397260274,14.316286451937186,14.220976332738882,14.220976332738882,14.316286451937186,4.875197323201151,0.0,4.204692619390966,2.0794415416798357,1.9257473786374977,0
PeopleCQ,2019-01-01,0,0,active,Software y Servicios B2B,6,5.0,233.0,31.0,0,0,1.0,0,1,125000.0,125000.0,0,1,1.0,125000.0,1,pre_seed,2021-03-23,125000.0,4.301369863013699,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,5.455321115357702,3.4657359027997265,0.0,1.791759469228055,1.6679652518813908,0
Vori,2019-01-01,2,0,active,Software y Servicios B2B,6,31.0,4000.0,0.0,160,17,3.0,0,3,10150000.0,10000000.0,0,8,2.0,10150000.0,3,series_a,2022-08-03,10000000.0,2.936986301369863,16.132984361974234,16.118095750958314,16.118095750958314,16.132984361974234,8.294299608857235,0.0,5.081404364984463,3.4657359027997265,1.3704155324965335,1
Hey Healthcare,2019-01-01,0,0,active,Finanzas,6,1.0,140.0,0.0,40,0,2.0,1,1,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,4.948759890378168,0.0,3.713572066704308,0.6931471805599453,1.9309256415528244,0
Hermes Robotics,2019-01-01,0,0,active,Software y Servicios B2B,6,3.0,643.0,0.0,89,3,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,2,pre_seed,2021-04-08,125000.0,4.257534246575342,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,6.467698726104354,0.0,4.499809670330265,1.3862943611198906,1.6596621424252083,0
Release,2019-01-01,0,0,active,Software y Servicios B2B,6,18.0,2000.0,0.0,143,11,3.0,0,3,22850000.0,20000000.0,0,13,2.0,22850000.0,3,series_a,2021-10-05,20000000.0,3.764383561643836,16.944461719068162,16.811242881518265,16.811242881518265,16.944461719068162,7.601402334583733,0.0,4.969813299576001,2.9444389791664403,1.5611681607717915,1
Platypus,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,691.0,0.0,0,0,1.0,0,1,125000.0,125000.0,0,1,1.0,125000.0,1,pre_seed,2021-03-23,125000.0,4.301369863013699,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,6.539585955617669,0.0,0.0,1.0986122886681098,1.6679652518813908,0
Sendo,2019-01-01,0,0,active,Software y Servicios B2B,6,1.0,30.0,0.0,0,0,1.0,0,1,500000.0,500000.0,0,1,1.0,500000.0,1,pre_seed,2022-03-29,500000.0,3.2849315068493152,13.122365377402328,13.122365377402328,13.122365377402328,13.122365377402328,3.4339872044851463,0.0,0.0,0.6931471805599453,1.4551045675227647,0
Kern Systems,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,119.0,0.0,0,3,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,4.787491742782046,0.0,0.0,1.0986122886681098,1.9309256415528244,0
Once App,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,698.0,28.0,225,0,2.0,0,2,1125000.0,1000000.0,0,4,1.0,1125000.0,2,seed,2020-11-20,1000000.0,4.638356164383562,13.933294482509151,13.815511557963774,13.815511557963774,13.933294482509151,6.54965074223381,3.367295829986474,5.420534999272286,1.0986122886681098,1.7295925628115034,0
GreenTiger,2019-01-01,0,0,active,Finanzas,6,2.0,99.0,524.0,33,0,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,4.605170185988092,6.263398262591624,3.5263605246161616,1.0986122886681098,1.9309256415528244,0
Jamiphy,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,332.0,543000.0,20,0,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,seed,2020-03-16,150000.0,5.32054794520548,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.808142489980444,13.204866440535003,3.044522437723423,1.0986122886681098,1.8438059045912623,0
Endla,2019-01-01,0,0,active,Software y Servicios B2B,6,10.0,888.0,0.0,5,0,2.0,0,2,125000.0,125000.0,0,1,1.0,125000.0,1,pre_seed,2021-08-31,125000.0,3.86027397260274,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,6.790097235513905,0.0,1.791759469228055,2.3978952727983707,1.5810948092870334,0
Sidekick,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,195.0,0.0,0,0,4.0,0,4,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2020-06-09,150000.0,5.087671232876712,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.278114659230517,0.0,0.0,1.0986122886681098,1.8062656166170838,0
Mudafy,2019-01-01,0,0,active,Bienes Raíces y Construcción,6,215.0,19000.0,6500.0,751,3,2.0,0,2,13375000.0,10000000.0,0,8,2.0,13375000.0,3,series_a,2022-08-02,10000000.0,2.9397260273972603,16.408897925512697,16.118095750958314,16.118095750958314,16.408897925512697,9.852246888342531,8.77971129020447,6.62273632394984,5.375278407684165,1.3711111846985005,1
Levo,2019-01-01,0,0,active,Finanzas,6,2.0,441.0,0.0,0,0,2.0,0,2,125000.0,125000.0,0,4,1.0,125000.0,3,pre_seed,2021-08-31,125000.0,3.86027397260274,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,6.091309882077698,0.0,0.0,1.0986122886681098,1.5810948092870334,0
Ladder,2019-01-01,0,0,active,No Especificado,6,6.0,3000.0,136.0,7,0,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,1,seed,2020-08-25,125000.0,4.876712328767123,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,8.006700845440367,4.919980925828125,2.0794415416798357,1.9459101490553132,1.7709974777796258,0
Clew,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,129.0,0.0,485,7,2.0,0,2,125000.0,125000.0,0,1,1.0,125000.0,1,seed,2020-08-25,125000.0,4.876712328767123,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,4.867534450455582,0.0,6.186208623900494,1.0986122886681098,1.7709974777796258,0
Rume,2019-01-01,0,0,active,Software y Servicios B2B,6,1.0,65.0,0.0,104,0,1.0,0,1,125000.0,125000.0,0,1,1.0,125000.0,1,seed,2020-08-25,125000.0,4.876712328767123,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,4.189654742026425,0.0,4.653960350157523,0.6931471805599453,1.7709974777796258,0
Dockup,2019-01-01,0,0,active,Software y Servicios B2B,6,1.0,85.0,0.0,19,0,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,4.454347296253507,0.0,2.995732273553991,0.6931471805599453,1.9903108595274694,0
Heru,2019-01-01,0,0,active,Software y Servicios B2B,6,44.0,8000.0,11000.0,338,11,2.0,0,2,7700000.0,6000000.0,0,13,2.0,7700000.0,4,seed,2022-09-19,6000000.0,2.808219178082192,15.856731016694035,15.607270193858982,15.607270193858982,15.856731016694035,8.987321812850125,9.305741456739435,5.82600010738045,3.8066624897703196,1.337161672542246,1
Life Sciences Key Technologies,2019-01-01,0,0,active,Salud,6,2.0,551.0,0.0,111,7,2.0,2,0,199703.0,125000.0,0,4,2.0,199703.0,2,seed,2020-08-25,125000.0,4.876712328767123,12.204591549248375,11.736077016252437,11.736077016252437,12.204591549248375,6.313548046277095,0.0,4.718498871295094,1.0986122886681098,1.7709974777796258,0
Nonu Care,2019-01-01,0,0,active,Salud,6,14.0,199.0,46000.0,0,0,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.298317366548036,10.736418414365376,0.0,2.70805020110221,1.9309256415528244,0
Castodia,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,180.0,107.0,52,0,2.0,1,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2020-03-16,150000.0,5.32054794520548,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.198497031265826,4.68213122712422,3.970291913552122,1.0986122886681098,1.8438059045912623,0
Playmaker,2019-01-01,0,0,active,Software y Servicios B2B,6,1.0,152.0,0.0,0,1,2.0,0,2,125000.0,125000.0,0,2,1.0,125000.0,1,pre_seed,2021-03-22,125000.0,4.304109589041096,11.736077016252437,11.736077016252437,11.736077016252437,11.736077016252437,5.030437921392435,0.0,0.0,0.6931471805599453,1.6684819142540308,0
Gold Fig Labs,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,84.0,20.0,138,0,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,4.442651256490317,3.044522437723423,4.9344739331306915,1.0986122886681098,1.9309256415528244,0
Chutney,2019-01-01,0,0,active,Consumo,6,4.0,609.0,131.0,0,0,2.0,1,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2020-03-16,150000.0,5.32054794520548,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,6.413458957167357,4.882801922586371,0.0,1.6094379124341003,1.8438059045912623,0
Metacode,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,108.0,0.0,0,0,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,4.6913478822291435,0.0,0.0,1.0986122886681098,1.9309256415528244,0
Plunzo,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,234.0,0.0,0,1,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,seed,2020-08-24,150000.0,4.879452054794521,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.459585514144159,0.0,0.0,1.0986122886681098,1.7714635696081522,0
Dashblock,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,257.0,138.0,116,0,2.0,0,2,150000.0,150000.0,0,1,1.0,150000.0,1,seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.552959584921617,4.9344739331306915,4.762173934797756,1.0986122886681098,1.9309256415528244,0
OpenUnit,2019-01-01,0,0,active,Software y Servicios B2B,6,2.0,299.0,0.0,0,4,2.0,1,1,1150000.0,1000000.0,0,5,1.0,1150000.0,2,seed,2021-05-20,1000000.0,4.142465753424657,13.955273369904273,13.815511557963774,13.815511557963774,13.955273369904273,5.703782474656201,0.0,0.0,1.0986122886681098,1.6375326830040173,0
Bikry,2019-01-01,0,0,active,Finanzas,6,13.0,2000.0,2800.0,39,3,2.0,0,2,1450000.0,1300000.0,0,4,1.0,1450000.0,2,seed,2021-07-12,1300000.0,3.997260273972602,14.187074804051692,14.077875591662238,14.077875591662238,14.187074804051692,7.601402334583733,7.937731775260109,3.6888794541139363,2.6390573296152584,1.608889817051785,0
Keynua,2019-01-01,0,0,active,Software y Servicios B2B,6,14.0,3000.0,278.0,107,1,4.0,1,3,1350000.0,1200000.0,0,4,2.0,1350000.0,2,seed,2019-04-03,1200000.0,6.273972602739726,14.115615891155079,13.997832948091215,13.997832948091215,14.115615891155079,8.006700845440367,5.631211781821365,4.68213122712422,2.70805020110221,1.9843025800935477,0
Middesk,2018-12-01,1,0,active,Finanzas,6,135.0,6000.0,127.0,638,14,2.0,0,2,77000000.0,57000000.0,0,6,4.0,77000000.0,3,series_b,2022-06-09,57000000.0,3.0876712328767124,18.15931599280497,17.858561843342684,17.858561843342684,18.15931599280497,8.699681400989514,4.852030263919617,6.459904454377535,4.912654885736052,1.4079754271812146,1
Filadd,2018-12-01,0,0,active,Educación,6,223.0,10000.0,26000.0,447,0,1.0,0,1,460000.0,125000.0,0,3,1.0,460000.0,3,seed,2021-08-02,125000.0,3.93972602739726,13.038983942375959,11.736077016252437,11.736077016252437,13.038983942375959,9.210440366976517,10.165890277802454,6.104793232414985,5.4116460518550396,1.5973098696208257,0
Freterium,2018-12-01,0,0,active,Software y Servicios B2B,6,21.0,15000.0,0.0,0,8,2.0,0,2,4455000.0,4000000.0,0,7,3.0,4455000.0,3,seed,2021-12-24,4000000.0,3.5452054794520547,15.309537843353914,15.201805169084134,15.201805169084134,15.309537843353914,9.61587214452889,0.0,0.0,3.091042453358316,1.5140729366079528,1
Pachama,2018-11-01,2,0,active,Software y Servicios B2B,6,86.0,55000.0,0.0,0,22,2.0,0,2,88250000.0,9000000.0,0,57,7.0,88250000.0,8,series_b,2023-12-05,9000000.0,1.5972602739726027,18.295684265109124,16.012735246411598,16.012735246411598,18.295684265109124,10.915106645867503,0.0,0.0,4.465908118654584,0.9544571486725303,1
Supernova.io,2018-11-01,1,0,active,Software y Servicios B2B,6,43.0,7000.0,0.0,0,14,5.0,1,4,16624694.0,4800000.0,0,12,4.0,16624694.0,6,seed,2022-11-16,4800000.0,2.649315068493151,16.626399798473244,15.38412668421143,15.38412668421143,16.626399798473244,8.853808274977197,0.0,0.0,3.784189633918261,1.294539497517843,1
Windwalk Games,2018-11-01,0,0,active,Software y Servicios B2B,6,29.0,6000.0,0.0,0,5,3.0,0,3,6080000.0,4500000.0,0,5,1.0,6080000.0,6,seed,2024-10-10,4500000.0,0.7479452054794521,15.620515418416021,15.319588176962746,15.319588176962746,15.620515418416021,8.699681400989514,0.0,0.0,3.4011973816621555,0.5584409297622983,1
RoboTire,2018-11-01,0,0,active,Industria,6,5.0,3000.0,0.0,304,32,2.0,0,2,10800000.0,10650000.0,0,11,3.0,10800000.0,6,series_a,2021-10-07,10650000.0,3.758904109589041,16.195056784687036,16.181070544016418,16.181070544016418,16.195056784687036,8.006700845440367,0.0,5.720311776607412,1.791759469228055,1.5600174126586135,1
Arist,2018-10-20,1,0,active,Educación,6,63.0,10000.0,1700.0,0,6,4.0,1,3,16055000.0,12000000.0,0,14,5.0,16055000.0,5,series_a,2022-07-12,12000000.0,2.997260273972602,16.591530947791643,16.300417291085605,16.300417291085605,16.591530947791643,9.210440366976517,7.438971592395862,0.0,4.1588830833596715,1.385609194940294,1
Justo,2018-10-18,0,0,active,Consumo,6,217.0,30000.0,6300.0,0,6,2.0,0,2,2555000.0,2300000.0,0,4,1.0,2555000.0,4,seed,2020-12-10,2300000.0,4.583561643835616,14.753563173009297,14.648420115681892,14.648420115681892,14.753563173009297,10.308985993422082,8.748463629942055,0.0,5.384495062789089,1.7198268602001785,1
AI Insurance,2018-10-01,4,0,active,Finanzas,6,18.0,1000.0,0.0,0,3,1.0,0,1,4950000.0,3800000.0,0,5,2.0,4950000.0,3,seed,2022-03-01,3800000.0,3.361643835616438,15.414898336565054,15.150511887854474,15.150511887854474,15.414898336565054,6.90875477931522,0.0,0.0,2.9444389791664403,1.4728490128218368,0
HyperTrader,2018-09-24,0,0,active,Finanzas,6,3.0,596.0,0.0,0,46,3.0,0,3,1550000.0,1425000.0,0,9,1.0,1550000.0,3,seed,2021-09-05,1425000.0,3.8465753424657536,14.253766134056512,14.169683073439028,14.169683073439028,14.253766134056512,6.391917113392602,0.0,0.0,1.3862943611198906,1.5782723405772938,0
Klir,2018-09-01,0,0,active,Software y Servicios B2B,6,79.0,3000.0,20.0,0,6,2.0,1,1,19622232.0,16000000.0,0,5,2.0,19622232.0,4,series_a,2021-11-18,16000000.0,3.643835616438356,16.792173818061638,16.588099342704055,16.588099342704055,16.792173818061638,8.006700845440367,3.044522437723423,0.0,4.382026634673881,1.535540666232059,1
Houm,2018-09-01,0,0,active,Bienes Raíces y Construcción,6,480.0,26000.0,0.0,0,7,3.0,0,3,44700000.0,35000000.0,0,18,3.0,44700000.0,4,series_a,2021-11-11,35000000.0,3.663013698630137,17.615484081955163,17.370858648025116,17.370858648025116,17.615484081955163,10.165890277802454,0.0,0.0,6.175867270105761,1.539661955550828,1
Akute Health,2018-08-30,0,0,active,Software y Servicios B2B,6,6.0,400.0,110.0,129,3,1.0,0,1,1457500.0,505000.0,0,8,2.0,1457500.0,4,seed,2023-01-06,505000.0,2.5095890410958903,14.192233883312896,13.132315688453556,13.132315688453556,14.192233883312896,5.993961427306569,4.709530201312334,4.867534450455582,1.9459101490553132,1.2554989483142427,0
Recurrency,2018-08-06,1,0,active,Software y Servicios B2B,6,52.0,3000.0,225.0,211,1,1.0,0,1,22125000.0,22000000.0,0,9,2.0,22125000.0,3,series_a,2023-02-01,22000000.0,2.4383561643835616,16.912218794056006,16.906553056777135,16.906553056777135,16.912218794056006,8.006700845440367,5.420534999272286,5.356586274672012,3.970291913552122,1.2349934979833928,1
Fondeadora,2018-08-02,0,0,active,Finanzas,6,72.0,19000.0,139000.0,0,22,3.0,0,3,32150000.0,14000000.0,0,16,3.0,32150000.0,5,series_a,2021-03-15,14000000.0,4.323287671232877,17.285923039752102,16.454567959008102,16.454567959008102,17.285923039752102,9.852246888342531,11.842236406331555,0.0,4.290459441148391,1.6720910957949486,1
Intersect Labs,2018-08-01,0,0,active,Software y Servicios B2B,6,2.0,376.0,549.0,0,1,2.0,0,2,150000.0,150000.0,0,2,1.0,150000.0,1,pre_seed,2019-08-19,150000.0,5.895890410958904,11.918397239722838,11.918397239722838,11.918397239722838,11.918397239722838,5.932245187448011,6.309918278226516,0.0,1.0986122886681098,1.9309256415528244,0
Stark Bank,2018-07-26,8,0,active,Finanzas,6,149.0,29000.0,914.0,176,21,1.0,0,1,59956555.0,45000000.0,0,20,6.0,59956555.0,5,series_b,2022-04-11,45000000.0,3.249315068493151,17.909130791256835,17.622173069956816,17.622173069956816,17.909130791256835,10.275085591132715,6.818924065275521,5.176149732573829,5.0106352940962555,1.4467578095940474,1
Okteto,2018-07-01,2,0,active,Software y Servicios B2B,7,17.0,2000.0,0.0,0,5,3.0,0,3,18081247.0,15000000.0,0,12,4.0,18081247.0,3,series_a,2022-01-27,15000000.0,3.452054794520548,16.710385937094756,16.52356082573315,16.52356082573315,16.710385937094756,7.601402334583733,0.0,0.0,2.8903717578961645,1.4933657411813464,1
Global Belly,2018-07-01,0,0,active,Consumo,7,2.0,138.0,15000.0,0,1,2.0,2,0,1050000.0,750000.0,0,9,2.0,1050000.0,4,seed,2020-04-01,750000.0,5.276712328767124,13.864301674514206,13.527829818844937,13.527829818844937,13.864301674514206,4.9344739331306915,9.61587214452889,0.0,1.0986122886681098,1.836846328871004,0
