nombre_de_la_empresa,fecha_de_fundacion,numero_de_marcas_registradas,numero_de_patentes_otorgadas,estado_operativo,categoria,antiguedad_de_la_empresa,empleados_en_linkedin,seguidores_en_linkedin,seguidores_en_facebook,seguidores_en_twitter,numero_de_articulos,numero_total_de_fundadores,numero_de_mujeres_fundadores,numero_de_hombres_fundadores,financiacion_total_por_acciones,ultima_financiacion_por_acciones,numero_de_inversiones_en_rondas_de_financiacion,numero_de_inversionistas,numero_de_inversionistas_principales,financiacion_total,numero_de_rondas_de_financiacion,tipo_de_ultima_financiacion,fecha_de_ultima_financiacion,monto_de_ultima_financiacion,años_desde_ultima_financiacion
Taobotics,2018-01-01,0,0,active,Industria,7,3.0,47.0,0.0,0,0,4.0,1,3,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082
Ultralight,2018-01-01,0,0,active,Software y Servicios B2B,7,5.0,36.0,0.0,515,1,1.0,0,1,150000.0,150000.0,0,1,1.0,150000.0,1,pre_seed,2019-03-18,150000.0,6.317808219178082
Cognition IP,2018-01-01,0,0,active,Software y Servicios B2B,7,11.0,1000.0,0.0,0,3,2.0,0,2,2800000.0,2800000.0,0,9,1.0,2800000.0,2,seed,2019-07-31,2800000.0,5.947945205479452
Dbrain,2018-01-01,0,0,active,Software y Servicios B2B,7,11.0,603.0,7800.0,0,3,4.0,0,4,2750000.0,50000.0,0,5,1.0,2750000.0,4,pre_seed,2020-08-31,50000.0,4.86027397260274
Wing It,2018-01-01,0,0,active,Software y Servicios B2B,7,10.0,21.0,0.0,0,0,2.0,0,2,120000.0,120000.0,0,1,1.0,120000.0,1,pre_seed,2018-01-04,120000.0,7.517808219178082
Let’s Do This,2017-12-20,0,0,active,Consumo,7,95.0,15000.0,50000.0,0,3,3.0,0,3,81402400.0,60000000.0,0,27,5.0,81402400.0,6,series_b,2022-06-06,60000000.0,3.095890410958904
Slite,2017-12-01,0,0,active,Software y Servicios B2B,7,35.0,9000.0,526.0,0,4,1.0,0,1,15400000.0,11000000.0,0,6,3.0,15400000.0,2,series_a,2020-04-15,11000000.0,5.238356164383561
Pronto,2017-11-10,0,0,active,Bienes Raíces y Construcción,7,46.0,616.0,0.0,0,5,3.0,1,2,2150000.0,2000000.0,0,11,1.0,2150000.0,3,seed,2019-03-18,2000000.0,6.317808219178082
Tough Commerce,2017-11-04,1,0,active,Bienes Raíces y Construcción,7,17.0,2000.0,231.0,0,6,2.0,0,2,4675325.0,2000000.0,0,11,5.0,4675325.0,5,seed,2023-05-10,2000000.0,2.16986301369863
Plane,2017-11-01,1,0,active,Finanzas,7,85.0,7000.0,0.0,23,1,3.0,0,3,6860000.0,6740000.0,0,8,4.0,6860000.0,2,seed,2021-06-25,6740000.0,4.043835616438356
Covela,2017-11-01,0,0,active,Finanzas,7,2.0,319.0,0.0,0,0,2.0,1,1,150000.0,150000.0,0,2,1.0,150000.0,2,seed,2019-08-19,150000.0,5.895890410958904
Boostly,2017-10-01,0,0,active,Software y Servicios B2B,7,59.0,4000.0,493.0,0,15,2.0,0,2,27600000.0,22000000.0,0,10,2.0,27600000.0,3,series_a,2025-02-10,22000000.0,0.410958904109589
SenpAI.GG,2017-10-01,3,0,active,Educación,7,12.0,4000.0,10000.0,220,7,2.0,0,2,3109914.0,125000.0,0,2,2.0,3109914.0,2,seed,2021-08-01,125000.0,3.9424657534246577
Convictional,2017-10-01,0,0,active,Software y Servicios B2B,7,16.0,3000.0,0.0,0,10,2.0,0,2,48899965.0,39999965.0,0,13,3.0,48899965.0,4,series_b,2022-02-17,39999965.0,3.3945205479452056
Invocable,2017-09-29,0,0,active,Bienes Raíces y Construcción,7,2.0,119.0,0.0,481,3,3.0,0,3,770000.0,650000.0,0,2,2.0,770000.0,3,seed,2018-07-05,650000.0,7.019178082191781
Hedgehog,2017-09-20,1,0,active,Finanzas,7,5.0,601.0,0.0,0,0,2.0,1,1,1600000.0,1600000.0,0,7,1.0,1600000.0,1,seed,2021-08-24,1600000.0,3.8794520547945206
Ever Loved,2017-09-01,0,0,active,Salud,7,4.0,171.0,0.0,0,3,2.0,1,1,1500000.0,1500000.0,0,6,1.0,1500000.0,1,seed,2019-08-19,1500000.0,5.895890410958904
Narrator,2017-09-01,1,0,active,Educación,7,21.0,3000.0,9.0,237,2,4.0,0,4,13603213.0,6200000.0,0,6,3.0,13603213.0,4,series_a,2020-09-17,6200000.0,4.813698630136987
Passiv,2017-09-01,0,0,active,Finanzas,7,2.0,902.0,0.0,0,1,1.0,0,1,3237306.0,3000000.0,0,6,3.0,3237306.0,6,seed,2022-10-17,3000000.0,2.7315068493150685
Stacker,2017-09-01,1,0,active,Software y Servicios B2B,7,20.0,7000.0,631.0,11,5,5.0,0,5,23024679.0,20000000.0,0,7,3.0,23024679.0,3,series_a,2021-08-18,20000000.0,3.8958904109589043
64x Bio,2017-08-22,0,6,active,Salud,7,24.0,5000.0,0.0,0,8,4.0,1,3,59500000.0,55000000.0,0,15,4.0,59500000.0,3,series_a,2022-01-19,55000000.0,3.473972602739726
CoinTracker,2017-08-22,0,0,active,Finanzas,7,93.0,12000.0,3600.0,0,34,2.0,0,2,101620000.0,100000000.0,0,19,3.0,101620000.0,3,series_a,2022-01-27,100000000.0,3.452054794520548
Feroot Security,2017-08-03,1,1,active,Software y Servicios B2B,7,31.0,4000.0,0.0,270,31,2.0,0,2,11825000.0,8400000.0,0,19,3.0,11825000.0,5,seed,2022-02-28,8400000.0,3.3643835616438356
EARTH AI,2017-07-10,0,1,active,Software y Servicios B2B,8,32.0,6000.0,0.0,0,25,1.0,0,1,34000000.0,20000000.0,0,19,3.0,34000000.0,6,series_b,2025-01-27,20000000.0,0.44931506849315067
EdenFarm Indonesia,2017-07-01,0,0,active,Consumo,8,212.0,59000.0,1000.0,0,6,3.0,0,3,34246125.0,57300000.0,0,19,6.0,34246125.0,6,series_b,2023-01-30,57300000.0,2.4438356164383563
Acorn Biolabs,2017-06-17,0,4,active,Salud,8,39.0,3000.0,0.0,0,22,2.0,0,2,14360000.0,11000000.0,0,14,4.0,14425000.0,4,series_a,2024-06-03,11000000.0,1.1013698630136985
Klarity,2017-06-05,0,0,active,Finanzas,8,197.0,9000.0,517.0,74,17,2.0,0,2,90375000.0,70000000.0,0,25,4.0,90375000.0,5,series_b,2024-06-24,70000000.0,1.0438356164383562
Inscribe,2017-06-01,2,0,active,Software y Servicios B2B,8,39.0,5000.0,0.0,380,23,2.0,0,2,38620000.0,25000000.0,0,17,5.0,38670000.0,5,series_b,2023-01-25,25000000.0,2.4575342465753423
Aura Vision,2017-06-01,0,0,active,Software y Servicios B2B,8,13.0,1000.0,0.0,0,2,2.0,0,2,2442662.0,2150000.0,0,9,1.0,2442662.0,3,seed,2019-06-01,2150000.0,6.112328767123287
PopSQL,2017-05-01,2,0,active,Software y Servicios B2B,8,2.0,2000.0,0.0,0,12,1.0,0,1,17400000.0,14000000.0,0,19,2.0,17400000.0,3,series_a,2022-02-09,14000000.0,3.4164383561643836
CoVerified,2017-04-18,0,0,active,Software y Servicios B2B,8,2.0,358.0,0.0,0,3,4.0,1,3,125000.0,125000.0,0,1,1.0,125000.0,1,seed,2021-03-22,125000.0,4.304109589041096
Breadfast,2017-04-01,0,0,active,Consumo,8,99.0,172000.0,411000.0,0,6,3.0,0,3,29000000.0,26000000.0,0,21,5.0,29000000.0,5,series_a,2021-11-03,26000000.0,3.684931506849315
Pulse_2,2017-04-01,1,0,active,Software y Servicios B2B,8,59.0,11000.0,0.0,817,6,2.0,0,2,10500000.0,6500000.0,0,15,3.0,10575000.0,5,series_a,2020-04-03,6500000.0,5.271232876712329
SafetyWing,2017-03-15,0,0,active,Finanzas,8,142.0,22000.0,4500.0,0,12,3.0,1,2,47120000.0,35000000.0,0,12,3.0,47120000.0,6,series_b,2022-04-21,35000000.0,3.221917808219178
Proof,2017-03-15,0,0,active,Consumo,8,13.0,2000.0,6100.0,620,25,3.0,0,3,2200608.0,2080608.0,0,21,1.0,2200608.0,2,seed,2018-03-01,2080608.0,7.364383561643836
Avo,2017-03-01,0,0,active,Software y Servicios B2B,8,169.0,20000.0,0.0,0,2,1.0,0,1,45000000.0,45000000.0,0,9,2.0,45000000.0,4,series_b,2021-09-29,45000000.0,3.780821917808219
Allure Systems,2017-03-01,0,0,active,Software y Servicios B2B,8,8.0,6000.0,43.0,288,0,2.0,1,1,3150000.0,150000.0,0,13,2.0,3150000.0,2,seed,2019-03-13,150000.0,6.331506849315068
Soon,2017-03-01,1,1,active,Finanzas,8,66.0,1000.0,439.0,0,0,2.0,0,2,1500000.0,500000.0,0,3,1.0,1500000.0,2,pre_seed,2022-02-23,500000.0,3.378082191780822
Goodcover,2017-03-01,1,0,active,Finanzas,8,2.0,236.0,164.0,2,3,2.0,0,2,9500000.0,7500000.0,0,8,2.0,9500000.0,3,series_a,2020-10-29,7500000.0,4.698630136986301
Pathrise,2017-02-23,0,0,active,Educación,8,211.0,55000.0,12000.0,817,18,2.0,0,2,25720000.0,17000000.0,0,14,5.0,29220000.0,7,series_b,2022-07-01,17000000.0,3.0273972602739727
Pyka,2017-02-13,0,3,active,Software y Servicios B2B,8,82.0,13000.0,0.0,341,65,4.0,0,4,88100000.0,40000000.0,0,17,4.0,88100000.0,4,series_b,2024-09-23,40000000.0,0.7945205479452054
Boundless Immigration,2017-02-13,2,0,active,Software y Servicios B2B,8,321.0,32000.0,21000.0,0,50,3.0,1,2,43800000.0,25000000.0,0,18,2.0,43800000.0,4,series_b,2021-04-22,25000000.0,4.219178082191781
FlowEQ,2017-02-01,1,0,active,Software y Servicios B2B,8,7.0,490.0,0.0,15,4,5.0,2,3,4020000.0,3895000.0,0,5,1.0,4020000.0,2,seed,2021-09-17,3895000.0,3.813698630136986
BBy,2017-01-26,0,0,active,Salud,8,10.0,297.0,1500.0,207,7,1.0,0,1,3650000.0,3000000.0,0,7,2.0,3650000.0,4,seed,2023-05-25,3000000.0,2.128767123287671
Rain AI,2017-01-01,2,31,active,Software y Servicios B2B,8,75.0,21000.0,164.0,0,64,3.0,0,3,40230020.0,8100000.0,0,28,2.0,40230020.0,8,series_a,2024-05-26,8100000.0,1.1232876712328768
MindsDB,2017-01-01,0,0,active,Software y Servicios B2B,8,46.0,9000.0,5700.0,0,37,2.0,0,2,54355000.0,5000000.0,0,18,4.0,54355000.0,6,seed,2023-08-08,5000000.0,1.9232876712328768
Biobot Analytics,2017-01-01,0,1,active,Software y Servicios B2B,8,29.0,9000.0,0.0,0,37,2.0,2,0,41398737.0,13400000.0,0,28,7.0,41398737.0,10,series_a,2025-06-06,13400000.0,0.09315068493150686
Catch,2017-01-01,0,0,active,Finanzas,8,21.0,4000.0,5100.0,0,30,2.0,1,1,20101000.0,12000000.0,0,21,4.0,20101000.0,5,series_a,2021-07-30,12000000.0,3.947945205479452
D-ID,2017-01-01,1,18,active,Software y Servicios B2B,8,133.0,27000.0,2700.0,0,79,3.0,1,2,42500000.0,25000000.0,0,17,3.0,47881868.0,5,series_b,2022-03-22,25000000.0,3.304109589041096
BioRender,2017-01-01,6,0,active,Software y Servicios B2B,8,209.0,26000.0,7600.0,0,6,3.0,1,2,17044132.0,15319133.0,0,7,1.0,17044132.0,3,series_a,2023-04-20,15319133.0,2.2246575342465755
Routable,2017-01-01,0,0,active,Finanzas,8,79.0,11000.0,167.0,459,13,2.0,0,2,46519705.0,499996.0,0,30,2.0,46519705.0,5,series_b,2022-04-29,499996.0,3.2
Nala,2017-01-01,0,0,active,Finanzas,8,211.0,36000.0,18000.0,0,34,1.0,0,1,50200000.0,40000000.0,0,27,7.0,50210000.0,5,series_a,2024-07-09,40000000.0,1.0027397260273974
CoLab Software,2017-01-01,6,2,active,Software y Servicios B2B,8,143.0,23000.0,1100.0,0,38,2.0,0,2,44539719.0,5600000.0,0,13,5.0,47539719.0,7,series_b,2025-03-19,5600000.0,0.3095890410958904
Yassir,2017-01-01,0,0,active,Finanzas,8,1000.0,100000.0,1000000.0,505,22,2.0,0,2,180290000.0,150000000.0,0,45,4.0,180290000.0,8,series_b,2022-11-07,150000000.0,2.673972602739726
Rebellyous Foods,2017-01-01,2,15,active,Industria,8,19.0,6000.0,1700.0,965,52,1.0,1,0,47355430.0,2400000.0,0,21,6.0,47355430.0,11,series_b,2025-01-09,2400000.0,0.4986301369863014
Curebase,2017-01-01,2,0,active,Software y Servicios B2B,8,39.0,11000.0,1700.0,459,37,1.0,0,1,57633000.0,40000000.0,0,16,2.0,57633000.0,6,series_b,2022-05-05,40000000.0,3.1835616438356165
Easol,2017-01-01,1,0,active,Software y Servicios B2B,8,79.0,6000.0,3300.0,0,10,3.0,1,2,29620000.0,25000000.0,0,10,2.0,29620000.0,8,series_a,2021-12-08,25000000.0,3.589041095890411
Microverse,2017-01-01,2,0,active,Educación,8,375.0,19000.0,74000.0,0,18,1.0,0,1,19700000.0,4000000.0,0,17,2.0,19700000.0,5,series_a,2022-08-17,4000000.0,2.8986301369863012
Persephone Biosciences,2017-01-01,0,0,active,Software y Servicios B2B,8,26.0,4000.0,0.0,489,27,2.0,1,1,15120000.0,15000000.0,0,10,2.0,15120000.0,3,seed,2022-07-19,15000000.0,2.978082191780822
Collectly,2017-01-01,0,0,active,Finanzas,8,81.0,6000.0,261.0,351,14,2.0,0,2,33900000.0,29000000.0,0,21,3.0,33900000.0,4,series_a,2023-07-20,29000000.0,1.9753424657534246
Corvus Robotics,2017-01-01,0,0,active,Software y Servicios B2B,8,32.0,6000.0,0.0,480,21,1.0,1,0,18000000.0,18000000.0,0,8,3.0,23050000.0,4,series_a,2024-10-08,18000000.0,0.7534246575342466
Snappr,2017-01-01,1,0,active,Software y Servicios B2B,8,400.0,12000.0,0.0,5,44,2.0,0,2,12995527.0,10000000.0,0,14,1.0,12995527.0,5,series_a,2020-09-28,10000000.0,4.7835616438356166
Centaur Labs,2017-01-01,0,0,active,Software y Servicios B2B,8,61.0,5000.0,108.0,246,8,3.0,0,3,36235849.0,16200000.0,0,25,6.0,36235849.0,6,series_b,2024-10-08,16200000.0,0.7534246575342466
Mighty Buildings,2017-01-01,8,39,active,Bienes Raíces y Construcción,8,89.0,15000.0,7800.0,0,40,4.0,0,4,153823024.0,52000000.0,1,44,4.0,153823024.0,12,series_b,2023-09-12,52000000.0,1.8273972602739725
Emi Labs,2017-01-01,0,0,active,No Especificado,8,117.0,12000.0,0.0,174,4,2.0,0,2,13000000.0,11000000.0,0,10,2.0,13000000.0,4,series_a,2022-02-24,11000000.0,3.3753424657534246
Arpeggio Bio,2017-01-01,1,3,active,Software y Servicios B2B,8,12.0,2000.0,0.0,190,7,3.0,1,2,20350000.0,17000000.0,0,13,2.0,20350000.0,4,series_a,2022-09-07,17000000.0,2.841095890410959
Convex,2017-01-01,0,0,active,Software y Servicios B2B,8,51.0,5000.0,0.0,0,11,3.0,0,3,59550000.0,39000000.0,0,10,3.0,59550000.0,4,series_b,2021-10-12,39000000.0,3.745205479452055
Obie,2017-01-01,0,0,active,Bienes Raíces y Construcción,8,166.0,6000.0,0.0,0,18,2.0,0,2,39000000.0,25500000.0,0,17,2.0,39000000.0,4,series_b,2023-05-17,25500000.0,2.1506849315068495
Forage,2017-01-01,2,0,active,Educación,8,976.0,209000.0,12000.0,0,28,2.0,0,2,37003955.0,25000000.0,0,16,5.0,37003955.0,8,series_b,2021-08-20,25000000.0,3.8904109589041096
Veryfi,2017-01-01,0,0,active,Finanzas,8,56.0,4000.0,0.0,464,14,2.0,0,2,12700000.0,12000000.0,0,6,2.0,12700000.0,3,series_a,2021-04-06,12000000.0,4.263013698630137
Sable,2017-01-01,0,0,active,Finanzas,8,68.0,2000.0,1300.0,721,29,3.0,0,3,11500000.0,3000000.0,0,19,9.0,11500000.0,4,seed,2022-07-14,3000000.0,2.9917808219178084
Flowspace,2017-01-01,2,0,active,Software y Servicios B2B,8,80.0,8000.0,866.0,422,23,2.0,0,2,46520000.0,31000000.0,0,10,3.0,46520000.0,5,series_b,2021-03-15,31000000.0,4.323287671232877
Gordian Software,2017-01-01,0,0,active,Software y Servicios B2B,8,44.0,3000.0,0.0,0,4,2.0,0,2,33150000.0,25000000.0,0,6,3.0,33150000.0,3,series_a,2022-07-19,25000000.0,2.978082191780822
Blueberry Pediatrics,2017-01-01,1,0,active,Salud,8,62.0,4000.0,34000.0,292,5,2.0,0,2,7650000.0,4000000.0,0,11,3.0,7650000.0,5,seed,2022-01-12,4000000.0,3.493150684931507
Nomba,2017-01-01,0,0,active,Finanzas,8,408.0,25000.0,29000.0,0,15,2.0,0,2,35000000.0,30000000.0,0,7,2.0,35000000.0,3,series_b,2023-05-02,30000000.0,2.191780821917808
Copilot,2017-01-01,2,0,active,Software y Servicios B2B,8,28.0,4000.0,635.0,0,0,2.0,0,2,10000000.0,10000000.0,0,12,2.0,10000000.0,4,series_a,2023-01-19,10000000.0,2.473972602739726
VenoStent,2017-01-01,4,2,active,Industria,8,37.0,2000.0,0.0,70,22,2.0,0,2,24200000.0,4000000.0,0,21,10.0,29818706.0,12,series_a,2024-06-27,4000000.0,1.0356164383561643
CodeStream,2017-01-01,1,3,active,Software y Servicios B2B,8,3.0,612.0,2500.0,0,4,5.0,0,5,5620000.0,5500000.0,1,7,3.0,5620000.0,3,seed,2019-08-06,5500000.0,5.931506849315069
Four Growers,2017-01-01,1,5,active,Industria,8,23.0,6000.0,0.0,148,26,2.0,0,2,14250000.0,9000000.0,0,6,2.0,14250000.0,5,series_a,2024-11-21,9000000.0,0.6328767123287671
Regology,2017-01-01,1,0,active,Software y Servicios B2B,8,55.0,3000.0,0.0,70,12,3.0,0,3,8000000.0,8000000.0,0,6,1.0,8000000.0,2,series_a,2021-08-19,8000000.0,3.893150684931507
Juni Learning,2017-01-01,2,0,active,Educación,8,200.0,6000.0,10000.0,0,19,2.0,2,0,11290000.0,10500000.0,0,12,2.0,11290000.0,4,series_a,2020-08-26,10500000.0,4.873972602739726
Cowrywise,2017-01-01,0,0,active,Finanzas,8,1000.0,65000.0,22000.0,0,27,2.0,0,2,3220000.0,3000000.0,0,7,2.0,3300000.0,6,seed,2021-01-26,3000000.0,4.454794520547945
Senso.ai,2017-01-01,0,1,active,Software y Servicios B2B,8,26.0,3000.0,190.0,448,12,2.0,0,2,5364312.0,500000.0,0,12,4.0,5464312.0,7,seed,2024-02-27,500000.0,1.367123287671233
Upfort,2017-01-01,0,0,active,Finanzas,8,27.0,2000.0,0.0,0,29,3.0,0,3,15000000.0,8000000.0,0,18,4.0,15000000.0,5,series_a,2023-10-26,8000000.0,1.7068493150684931
Spect,2017-01-01,0,0,active,Software y Servicios B2B,8,19.0,886.0,0.0,0,14,3.0,0,3,5060000.0,3500000.0,0,7,4.0,5060000.0,3,seed,2021-11-30,3500000.0,3.610958904109589
Pylon_2,2017-01-01,0,0,active,Software y Servicios B2B,8,60.0,5000.0,0.0,12,3,2.0,0,2,36125000.0,17000000.0,0,10,2.0,36125000.0,4,series_a,2024-08-30,17000000.0,0.8602739726027397
JITX,2017-01-01,0,0,active,Software y Servicios B2B,8,17.0,1000.0,0.0,0,4,4.0,0,4,12000000.0,12000000.0,0,4,1.0,12000000.0,2,series_a,2022-09-18,12000000.0,2.8109589041095893
Tipe,2017-01-01,0,0,active,No Especificado,8,7.0,301.0,154.0,0,1,3.0,0,3,2100000.0,2100000.0,0,5,2.0,2100000.0,3,seed,2020-09-09,2100000.0,4.835616438356165
Genomelink,2017-01-01,1,1,active,Software y Servicios B2B,8,17.0,1000.0,39000.0,487,2,3.0,0,3,8105641.0,3500000.0,0,23,3.0,8105641.0,4,seed,2021-07-01,3500000.0,4.027397260273973
Hiration,2017-01-01,0,0,active,Software y Servicios B2B,8,18.0,5000.0,1700.0,92,9,2.0,0,2,2900000.0,2900000.0,0,4,3.0,2900000.0,1,seed,2021-08-18,2900000.0,3.8958904109589043
SnapTrade,2017-01-01,1,0,active,Finanzas,8,14.0,866.0,0.0,0,3,3.0,0,3,2700000.0,2200000.0,0,1,1.0,2700000.0,2,seed,2022-10-17,2200000.0,2.7315068493150685
Draftbit,2017-01-01,0,0,active,Software y Servicios B2B,8,17.0,1000.0,612.0,0,8,3.0,0,3,3850000.0,3200000.0,0,11,2.0,3850000.0,4,seed,2019-11-01,3200000.0,5.693150684931507
MindFi,2017-01-01,0,0,active,Software y Servicios B2B,8,95.0,7000.0,795.0,132,15,4.0,1,3,2937735.0,2000000.0,0,15,1.0,2937735.0,3,seed,2022-02-15,2000000.0,3.4
SST,2017-01-01,0,0,active,Software y Servicios B2B,8,25.0,1000.0,0.0,0,4,2.0,0,2,1125000.0,1000000.0,0,3,1.0,1125000.0,2,seed,2021-07-23,1000000.0,3.967123287671233
BUMP,2017-01-01,0,0,active,Software y Servicios B2B,8,5.0,437.0,0.0,171,17,2.0,0,2,9325000.0,7500000.0,0,5,3.0,9325000.0,2,series_a,2019-04-10,7500000.0,6.254794520547946
WeatherCheck,2017-01-01,1,0,active,Finanzas,8,2.0,484.0,774.0,321,2,2.0,0,2,190000.0,40000.0,0,5,2.0,215000.0,4,pre_seed,2020-03-01,40000.0,5.361643835616438
MARS Auto,2017-01-01,0,0,active,Software y Servicios B2B,8,15.0,2000.0,0.0,0,4,2.0,1,1,12921056.0,15000000000.0,0,7,4.0,12921056.0,4,series_a,2022-03-29,15000000000.0,3.2849315068493152
Ovipost,2017-01-01,0,2,active,Salud,8,6.0,234.0,0.0,0,1,1.0,1,0,120000.0,120000.0,0,2,1.0,120000.0,1,pre_seed,2018-01-04,120000.0,7.517808219178082
Nanonets,2017-01-01,0,0,active,Software y Servicios B2B,8,246.0,78000.0,1000.0,0,32,2.0,0,2,40500000.0,29000000.0,0,24,2.0,40500000.0,4,series_b,2024-03-12,29000000.0,1.3287671232876712
Waydev,2017-01-01,0,0,active,Software y Servicios B2B,8,38.0,6000.0,171.0,178,76,2.0,0,2,120000.0,120000.0,0,2,1.0,120000.0,2,pre_seed,2020-12-01,120000.0,4.608219178082192
Actipulse Neuroscience (YC W22),2017-01-01,0,5,active,Salud,8,35.0,2000.0,21000.0,0,11,2.0,0,2,840000.0,500000.0,0,4,2.0,840000.0,6,seed,2022-01-01,500000.0,3.5232876712328767
Safepay,2017-01-01,0,0,active,Finanzas,8,1.0,511.0,2600.0,532,8,2.0,0,2,375000.0,250000.0,0,7,2.0,375000.0,2,seed,2021-02-11,250000.0,4.410958904109589
Anima App,2017-01-01,0,0,active,Software y Servicios B2B,8,49.0,9000.0,10000.0,0,5,3.0,0,3,12620000.0,10000000.0,0,8,3.0,12620000.0,3,series_a,2021-09-01,10000000.0,3.8575342465753426
Makani Science,2017-01-01,0,4,active,Salud,8,9.0,514.0,4.0,0,3,2.0,0,2,125000.0,125000.0,0,1,1.0,125000.0,1,pre_seed,2021-08-31,125000.0,3.8602739726027395
Shone,2017-01-01,0,0,active,Software y Servicios B2B,8,10.0,1000.0,0.0,0,4,3.0,0,3,4220000.0,4000000.0,0,11,3.0,4220000.0,3,seed,2018-06-26,4000000.0,7.043835616438356
College Pulse,2017-01-01,1,0,active,Software y Servicios B2B,8,9.0,1000.0,818.0,0,15,2.0,0,2,1620000.0,1500000.0,0,5,1.0,1620000.0,2,seed,2019-04-29,1500000.0,6.2027397260273975
AXDRAFT,2017-01-01,0,0,active,Software y Servicios B2B,8,21.0,2000.0,1900.0,493,3,2.0,0,2,1370000.0,1110000.0,0,6,1.0,1370000.0,4,seed,2019-04-05,1110000.0,6.2684931506849315
Glimpsek12,2017-01-01,0,0,active,Educación,8,3.0,240.0,0.0,330,0,2.0,1,1,2120000.0,2000000.0,0,4,1.0,2120000.0,2,seed,2018-06-11,2000000.0,7.0849315068493155
Bear Flag Robotics,2017-01-01,1,3,active,Industria,8,3.0,7000.0,490.0,0,35,2.0,0,2,11400000.0,7900000.0,0,14,2.0,11400000.0,4,seed,2021-01-21,7900000.0,4.468493150684932
Supermedium,2017-01-01,0,0,active,Software y Servicios B2B,8,1.0,205.0,220.0,0,3,2.0,0,2,1100000.0,1100000.0,0,15,1.0,1100000.0,2,seed,2018-07-24,1100000.0,6.967123287671233
LUS Brands,2017-01-01,13,0,active,Consumo,8,33.0,21000.0,305000.0,0,4,1.0,1,0,1170000.0,1050000.0,0,13,2.0,1170000.0,2,seed,2018-03-22,1050000.0,7.306849315068493
AllSome,2017-01-01,0,0,active,Consumo,8,27.0,1000.0,175.0,0,6,2.0,2,0,2090000.0,1940000.0,0,7,3.0,2090000.0,3,seed,2019-07-26,1940000.0,5.961643835616439
Duffel,2017-01-01,3,0,active,Software y Servicios B2B,8,55.0,9000.0,74.0,0,21,1.0,0,1,56200000.0,30000000.0,0,6,3.0,56200000.0,3,series_b,2019-10-28,30000000.0,5.704109589041096
Cero.AI,2017-01-01,0,0,active,Software y Servicios B2B,8,35.0,5000.0,0.0,29,0,3.0,0,3,125000.0,125000.0,0,3,1.0,125000.0,1,pre_seed,2021-08-31,125000.0,3.8602739726027395
hypcloud,2017-01-01,0,0,active,Bienes Raíces y Construcción,8,14.0,1000.0,0.0,9,0,3.0,0,3,2820000.0,2700000.0,0,3,2.0,2820000.0,3,seed,2019-06-26,2700000.0,6.043835616438356
Gustav,2017-01-01,0,0,active,Software y Servicios B2B,8,10.0,759.0,2900.0,0,3,5.0,0,5,1750000.0,120000.0,0,12,1.0,1750000.0,3,seed,2017-08-21,120000.0,7.890410958904109
HelpNow,2017-01-01,0,0,active,Salud,8,26.0,11000.0,1700.0,0,2,3.0,0,3,150000.0,150000.0,0,5,1.0,150000.0,1,seed,2020-03-16,150000.0,5.32054794520548
AuroraQ,2017-01-01,0,0,active,Software y Servicios B2B,8,1.0,363.0,0.0,0,0,2.0,1,1,150000.0,150000.0,0,2,1.0,150000.0,2,pre_seed,2019-03-18,150000.0,6.317808219178082
Intelline,2017-01-01,4,4,active,Industria,8,5.0,304.0,55.0,0,3,2.0,0,2,125000.0,125000.0,0,4,3.0,203188.0,5,seed,2020-08-25,125000.0,4.876712328767123
Beanstalk,2017-01-01,1,1,active,Industria,8,11.0,808.0,0.0,0,3,2.0,0,2,240000.0,120000.0,0,2,2.0,240000.0,2,pre_seed,2020-01-31,120000.0,5.443835616438356
Matagora,2017-01-01,0,0,active,Consumo,8,2.0,195.0,94.0,0,0,3.0,0,3,600000.0,600000.0,0,3,1.0,600000.0,1,pre_seed,2019-08-19,600000.0,5.895890410958904
Easyplan,2017-01-01,0,0,active,Finanzas,8,3.0,586.0,688.0,24,1,2.0,1,1,150000.0,150000.0,0,3,2.0,150000.0,2,pre_seed,2020-03-16,150000.0,5.32054794520548
Tradewind BioScience,2017-01-01,0,0,active,Salud,8,5.0,300.0,0.0,80,1,3.0,0,3,120000.0,120000.0,0,1,1.0,120000.0,1,seed,2018-01-04,120000.0,7.517808219178082
Passerine Aircraft Corporation,2017-01-01,0,0,active,Industria,8,12.0,235.0,187.0,57,0,1.0,0,1,120000.0,120000.0,0,1,1.0,120000.0,2,seed,2018-03-21,120000.0,7.30958904109589
Mayhem,2017-01-01,0,0,active,Software y Servicios B2B,8,1.0,263.0,27.0,0,11,2.0,0,2,5700000.0,4700000.0,0,10,2.0,5700000.0,2,series_a,2018-08-14,4700000.0,6.909589041095891
Kestrel Materials,2017-01-01,3,0,active,Industria,8,1.0,52.0,0.0,0,0,1.0,0,1,120000.0,120000.0,0,1,1.0,120000.0,1,pre_seed,2017-08-21,120000.0,7.890410958904109
OSIMple,2017-01-01,0,0,active,Software y Servicios B2B,8,2.0,15.0,0.0,0,0,2.0,1,1,120000.0,120000.0,0,2,1.0,120000.0,1,pre_seed,2018-01-04,120000.0,7.517808219178082
