company_name;link_company;linkedin;linkedin_employees;linkedin_followers;facebook;facebook_followers;selected
SafetyWing;https://www.crunchbase.com/organization/safetywing;https://www.linkedin.com/company/safetywing;142;22000;https://www.facebook.com/safetywing;4500;1
Proof;https://www.crunchbase.com/organization/proof;https://www.linkedin.com/company/useproof/;13;2000;https://www.facebook.com/useproof;6100;1
Avo;https://www.crunchbase.com/organization/jul;https://www.linkedin.com/company/avonow;169;20000;https://www.facebook.com/avonow.exclusive;0;1
Allure Systems;https://www.crunchbase.com/organization/allure-systems;https://www.linkedin.com/company/allure-systems/;8;6000;https://www.facebook.com/pg/Allure-Systems-1986424141609838/;43;1
Soon;https://www.crunchbase.com/organization/soonapp;https://linkedin.com/company/soonfinance;66;1000;https://facebook.com/soonfintech;439;1
Goodcover;https://www.crunchbase.com/organization/goodcover;https://in.linkedin.com/company/goodcover;2;236;https://www.facebook.com/pg/GoodcoverCo;164;1
Pathrise;https://www.crunchbase.com/organization/pathrise;https://www.linkedin.com/school/pathrise;211;55000;https://www.facebook.com/pathriseio;12000;1
Pyka;https://www.crunchbase.com/organization/pyka;https://www.linkedin.com/company/flypyka;82;13000;;0;1
Boundless Immigration;https://www.crunchbase.com/organization/boundless-2;https://www.linkedin.com/company/boundless-immigration/;321;32000;https://www.facebook.com/ChooseBoundless;21000;1
FlowEQ;https://www.crunchbase.com/organization/brightreps;https://www.linkedin.com/company/FlowEQ;7;490;https://www.facebook.com/TeamFlowEQ;0;1
Charge Running;https://www.crunchbase.com/organization/charge-running;https://www.linkedin.com/company-beta/16191940/;;;https://www.facebook.com/ChargeRunning/;0;0
BBy;https://www.crunchbase.com/organization/bby;https://www.linkedin.com/company/bby-inc;10;297;https://www.facebook.com/bbycares;1500;1
Rain AI;https://www.crunchbase.com/organization/rain-neuromorphics;https://www.linkedin.com/company/rain-artificial-intelligence;75;21000;https://www.facebook.com/rainneuromorphics;164;1
MindsDB;https://www.crunchbase.com/organization/mindsdb;https://www.linkedin.com/company/mindsdb;46;9000;https://www.facebook.com/MindsDB;5700;1
Biobot Analytics;https://www.crunchbase.com/organization/biobot-analytics;https://www.linkedin.com/company/biobot-analytics;29;9000;;0;1
Catch;https://www.crunchbase.com/organization/catchco;https://www.linkedin.com/company/catchbenefits;21;4000;https://www.facebook.com/catchbenefits;5100;1
D-ID;https://www.crunchbase.com/organization/d-id;http://www.linkedin.com/company/deidentification;133;27000;https://www.facebook.com/pg/deidentification;2700;1
BioRender;https://www.crunchbase.com/organization/biorender-inc;https://www.linkedin.com/company/biorender;209;26000;https://www.facebook.com/biorender;7600;1
Routable;https://www.crunchbase.com/organization/routable;https://www.linkedin.com/company/routable/;79;11000;https://www.facebook.com/RoutableHQ;167;1
Nala;https://www.crunchbase.com/organization/nala-money;https://www.linkedin.com/company/nalamoney/;211;36000;https://www.facebook.com/NALA.money/;18000;1
CoLab Software;https://www.crunchbase.com/organization/colab-software;https://www.linkedin.com/company/colabsoftware;143;23000;https://www.facebook.com/colabsoftware;1100;1
Yassir;https://www.crunchbase.com/organization/yassir;https://www.linkedin.com/company/yassir-global;1000;100000;https://www.facebook.com/Yassir.Algerie;1000000;1
Rebellyous Foods;https://www.crunchbase.com/organization/seattle-food-tech-sft;https://www.linkedin.com/company/seattle-food-tech/;19;6000;https://www.facebook.com/RebellyousFoods;1700;1
Curebase;https://www.crunchbase.com/organization/curebase;https://www.linkedin.com/company/curebase;39;11000;https://www.facebook.com/curebaseDCT;1700;1
Easol;https://www.crunchbase.com/organization/fixers;https://www.linkedin.com/company/easolhq;79;6000;https://www.facebook.com/Easol.Official;3300;1
Microverse;https://www.crunchbase.com/organization/microverse;https://www.linkedin.com/company/microverseinc/;375;19000;https://www.facebook.com/microverseinc;74000;1
Persephone Biosciences;https://www.crunchbase.com/organization/persephone-biome;https://www.linkedin.com/company/persephone-biome;26;4000;;0;1
Collectly;https://www.crunchbase.com/organization/collectly-inc;https://www.linkedin.com/company/collectly;81;6000;https://www.facebook.com/collectly;261;1
Corvus Robotics;https://www.crunchbase.com/organization/corvus-robotics;https://in.linkedin.com/company/corvus-robotics;32;6000;;0;1
Snappr;https://www.crunchbase.com/organization/snappr-2;https://www.linkedin.com/company/snappr.co/;400;12000;https://www.facebook.com/snappr.co;0;1
Centaur Labs;https://www.crunchbase.com/organization/centaur-labs;https://www.linkedin.com/company/centaur-labs;61;5000;https://www.facebook.com/CentaurLabs;108;1
Mighty Buildings;https://www.crunchbase.com/organization/mighty-buildings;https://www.linkedin.com/company/mightybuildings;89;15000;https://www.facebook.com/mightybuildings;7800;1
Emi Labs;https://www.crunchbase.com/organization/emi-2;https://www.linkedin.com/company/emi-labs/;117;12000;;0;1
Arpeggio Bio;https://www.crunchbase.com/organization/arpeggio-bio;https://www.linkedin.com/company/arpeggio-biosciences/;12;2000;;0;1
Convex;https://www.crunchbase.com/organization/convex-c445;https://www.linkedin.com/company/convex-labs/;51;5000;;0;1
Obie;https://www.crunchbase.com/organization/obiesoft;https://www.linkedin.com/company/joinobie;166;6000;;0;1
Forage;https://www.crunchbase.com/organization/insidesherpa;https://www.linkedin.com/company/theforage;976;209000;https://www.facebook.com/theforage1;12000;1
Veryfi;https://www.crunchbase.com/organization/veryfi;https://www.linkedin.com/company/veryfi-inc/;56;4000;https://www.facebook.com/veryfinance;0;1
Sable;https://www.crunchbase.com/organization/sable;https://www.linkedin.com/company/sable-card/;68;2000;https://www.facebook.com/sablemoney/;1300;1
Flowspace;https://www.crunchbase.com/organization/flowspace;https://www.linkedin.com/company/flowspace/;80;8000;https://www.facebook.com/getflowspace/;866;1
Gordian Software;https://www.crunchbase.com/organization/gordian-software;https://www.linkedin.com/company/gordian-software/;44;3000;;0;1
ScopeAI;https://www.crunchbase.com/organization/quiki;https://www.linkedin.com/company-beta/17914393/;;;https://www.facebook.com/scopeai;;0
Blueberry Pediatrics;https://www.crunchbase.com/organization/blueberry-pediatrics;https://www.linkedin.com/company/sparkmdinc;62;4000;https://www.facebook.com/blueberrypediatrics;34000;1
Nomba;https://www.crunchbase.com/organization/nomba;https://www.linkedin.com/company/nombahq;408;25000;https://www.facebook.com/nombahq;29000;1
Copilot;https://www.crunchbase.com/organization/portal-76bb;https://www.linkedin.com/company/portaltechnologieshq;28;4000;https://www.facebook.com/portaltechnologieshq;635;1
VenoStent;https://www.crunchbase.com/organization/venostent;https://www.linkedin.com/company/venostent;37;2000;;0;1
CodeStream;https://www.crunchbase.com/organization/codestream;https://www.linkedin.com/company/teamcodestream/;3;612;https://www.facebook.com/teamcodestream/;2500;1
Four Growers;https://www.crunchbase.com/organization/four-growers;https://www.linkedin.com/company/four-growers-inc;23;6000;;0;1
Regology;https://www.crunchbase.com/organization/regology;https://www.linkedin.com/company/regology/;55;3000;;0;1
Juni Learning;https://www.crunchbase.com/organization/juni-learning;https://www.linkedin.com/company/18219315/;200;6000;https://www.facebook.com/junilearning/;10000;1
Cowrywise;https://www.crunchbase.com/organization/cowrywise;https://www.linkedin.com/company/cowrywise/;1000;65000;https://www.facebook.com/cowrywise/;22000;1
Senso.ai;https://www.crunchbase.com/organization/senso-2;https://www.linkedin.com/company/senso.ai;26;3000;https://www.facebook.com/sensoai;190;1
Upfort;https://www.crunchbase.com/organization/paladin-cyber;https://www.linkedin.com/company/upfort;27;2000;;0;1
Spect;https://www.crunchbase.com/organization/spect;https://www.linkedin.com/company/getspect;19;886;;0;1
Pylon_2;https://www.crunchbase.com/organization/pylon-f2e7;https://www.linkedin.com/company/pylonump;60;5000;;0;1
JITX;https://www.crunchbase.com/organization/jitx;https://www.linkedin.com/company/jitx/;17;1000;;0;1
Tipe;https://www.crunchbase.com/organization/tipe;https://www.linkedin.com/company/18299777/;7;301;https://facebook.com/TipeCMS;154;1
Genomelink;https://www.crunchbase.com/organization/awakens-inc;https://www.linkedin.com/company/awakens;17;1000;https://www.facebook.com/Genomelink/;39000;1
Hiration;https://www.crunchbase.com/organization/hiration;https://www.linkedin.com/company/hiration/;18;5000;https://www.facebook.com/Hiration/;1700;1
SnapTrade;https://www.crunchbase.com/organization/snaptrade-be4e;https://www.linkedin.com/company/snaptrade;14;866;;0;1
Draftbit;https://www.crunchbase.com/organization/draftbit;https://www.linkedin.com/company/draftbit/;17;1000;https://www.facebook.com/pg/draftbit/;612;1
MindFi;https://www.crunchbase.com/organization/mindfi;https://www.linkedin.com/company/mindfi.co;95;7000;https://www.facebook.com/mindfico;795;1
SST;https://www.crunchbase.com/organization/sst-2a7e;https://www.linkedin.com/company/sst-dev;25;1000;;0;1
BUMP;https://www.crunchbase.com/organization/bump-d27e;https://www.linkedin.com/company/sobump/;5;437;https://www.facebook.com/bumpofficial/;0;1
WeatherCheck;https://www.crunchbase.com/organization/weathercheck;https://www.linkedin.com/company/weathercheck/about/;2;484;https://www.facebook.com/WeatherCheckCo/;774;1
MARS Auto;https://www.crunchbase.com/organization/mars-auto;https://www.linkedin.com/company/marsauto/about/;15;2000;https://www.facebook.com/pg/marsautonomous/;0;1
Ovipost;https://www.crunchbase.com/organization/ovipost;https://www.linkedin.com/company/ovipost;6;234;;0;1
Nanonets;https://www.crunchbase.com/organization/nanonets;https://www.linkedin.com/company/nanonets;246;78000;https://www.facebook.com/nanonets;1000;1
Waydev;https://www.crunchbase.com/organization/waydev;https://www.linkedin.com/company/18141259/;38;6000;https://www.facebook.com/waydevco;171;1
Actipulse Neuroscience (YC W22);https://www.crunchbase.com/organization/actipulse-international;https://www.linkedin.com/company/24765499/;35;2000;https://www.facebook.com/actipulse/;21000;1
Safepay;https://www.crunchbase.com/organization/safepay;https://www.linkedin.com/company/safepay/;1;511;https://www.facebook.com/safepay.pk/;2600;1
Anima App;https://www.crunchbase.com/organization/anima-app;https://linkedin.com/company/anima-app;49;9000;https://www.facebook.com/animaapp;10000;1
Makani Science;https://www.crunchbase.com/organization/makani-science;https://www.linkedin.com/company/makani-science;9;514;https://www.facebook.com/makaniscience;4;1
Shone;https://www.crunchbase.com/organization/shone-io;https://www.linkedin.com/company/shone-io/;10;1000;;0;1
College Pulse;https://www.crunchbase.com/organization/collegepulse;https://www.linkedin.com/company/college-pulse/;9;1000;https://www.facebook.com/pg/PulseSurvey/;818;1
Sepsis Scout;https://www.crunchbase.com/organization/sepsisscout;;0;0;;0;0
AXDRAFT;https://www.crunchbase.com/organization/axdraft;https://www.linkedin.com/company/axdraft/;21;2000;https://www.facebook.com/axdraft/;1900;1
Glimpsek12;https://www.crunchbase.com/organization/glimpsek12;https://www.linkedin.com/company/glimpsek12;3;240;;0;1
onederful;https://www.crunchbase.com/organization/onederful;https://www.linkedin.com/company/18206773/;;;;0;0
Bear Flag Robotics;https://www.crunchbase.com/organization/bear-flag-robotics;https://www.linkedin.com/company/bear-flag-robotics;3;7000;https://www.facebook.com/Bearflagrobotics;490;1
Supermedium;https://www.crunchbase.com/organization/supermedium;https://www.linkedin.com/company/18477709/;1;205;https://facebook.com/supermediumvr/;220;1
LUS Brands;https://www.crunchbase.com/organization/lus-brands;https://www.linkedin.com/in/saharsaidi/;33;21000;https://www.facebook.com/lusbrands/;305000;1
AllSome;https://www.crunchbase.com/organization/5688-global-limited;https://www.linkedin.com/company/13277251;27;1000;https://www.facebook.com/allsometrack;175;1
Duffel;https://www.crunchbase.com/organization/duffelhq;https://www.linkedin.com/company/duffelhq;55;9000;https://www.facebook.com/duffelhq/;74;1
Cero.AI;https://www.crunchbase.com/organization/cero-ai;https://www.linkedin.com/company/ceroai;35;5000;;0;1
hypcloud;https://www.crunchbase.com/organization/hypcloud;https://www.linkedin.com/company/hypcloud/;14;1000;;0;1
Gustav;https://www.crunchbase.com/organization/gustav;https://www.linkedin.com/company/hellogustav.com/;10;759;https://www.facebook.com/pg/GustavTechnologies/;2900;1
HelpNow;https://www.crunchbase.com/organization/helpnow;https://www.linkedin.com/company/helpnow-8899889952/;26;11000;https://www.facebook.com/GetHelpNowIndia/;1700;1
AuroraQ;https://www.crunchbase.com/organization/AuroraQ;https://www.linkedin.com/company/qspice-labs-inc/;1;363;;0;1
Intelline;https://www.crunchbase.com/organization/intelline;https://www.linkedin.com/company/34746898/admin/;5;304;https://www.facebook.com/intelline/;55;1
Beanstalk;https://www.crunchbase.com/organization/beanstalk-16c1;https://www.linkedin.com/company/beanstalk-inc;11;808;;0;1
Ropeo;https://www.crunchbase.com/organization/ropeo;https://www.linkedin.com/company/ropeo/;;;https://www.facebook.com/ropeocolombia/;;0
GeoPredict;https://www.crunchbase.com/organization/geopredict;https://www.linkedin.com/company/geopredict/;;;;0;0
Cache;https://www.crunchbase.com/organization/cache-0d59;;0;0;;0;0
Matagora;https://www.crunchbase.com/organization/matagora;https://www.linkedin.com/company/matagora/;2;195;https://www.facebook.com/matagora;94;1
Easyplan;https://www.crunchbase.com/organization/easyplan;https://www.linkedin.com/company/easyplan-india/;3;586;https://www.facebook.com/easyplanindia/;688;1
Tradewind BioScience;https://www.crunchbase.com/organization/tradewind-bioscience;https://www.linkedin.com/company/tradewind-bioscience;5;300;;0;1
Zergo;https://www.crunchbase.com/organization/sanntek;https://www.linkedin.com/company/zergo/;;;;0;0
Passerine Aircraft Corporation;https://www.crunchbase.com/organization/passerine-aircraft-corporation;https://www.linkedin.com/company/passerineaircraft/;12;235;https://www.facebook.com/PasserineAircraft/;187;1
Mayhem;https://www.crunchbase.com/organization/mayhem-gg;https://www.linkedin.com/company/mayhemgg/;1;263;https://www.facebook.com/MayhemGG/;27;1
Rhythmm;https://www.crunchbase.com/organization/rhythmm;;0;0;;0;0
Kestrel Materials;https://www.crunchbase.com/organization/kestrel-materials;https://www.linkedin.com/company/skyscrape ;1;52;;0;1
OSIMple;https://www.crunchbase.com/organization/osimple;https://www.linkedin.com/company/bigbridge-technologies-inc;2;15;;0;1
YouTeam (YC W18);https://www.crunchbase.com/organization/youteam;https://www.linkedin.com/company/3742074?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_3742074%2Cidx%3A1;13;3000;https://www.facebook.com/youteamUK/?fref=ts;0;1
Aurabeat;https://www.crunchbase.com/organization/aurabeat;https://www.linkedin.com/company/aurabeat-usa;2;77;https://www.facebook.com/Aurabeat.NA;0;1
Smart Alto;https://www.crunchbase.com/organization/smart-alto;https://www.linkedin.com/company-beta/17967554/?pathWildcard=17967554;;;https://www.facebook.com/SmartAltoAI/;0;0
Clupp;https://www.crunchbase.com/organization/clupp;https://www.linkedin.com/company/cluppseguro/;18;2000;https://www.facebook.com/cluppseguro/;4300;1
GoLinks;https://www.crunchbase.com/organization/golinks;https://www.linkedin.com/company/golinks;54;17000;https://www.facebook.com/golinksio;0;1
Cairns Health;https://www.crunchbase.com/organization/totemic-labs;https://www.linkedin.com/company/cairns-health;;;;0;0
Deed;https://www.crunchbase.com/organization/deed-2;https://www.linkedin.com/company/joindeed;113;5000;https://www.facebook.com/joindeednow;67;1
70 Million Jobs;https://www.crunchbase.com/organization/70-million-jobs;https://www.linkedin.com/company/70-million-jobs/;11;1000;https://www.facebook.com/70MillionJobs/;0;1
CureSkin;https://www.crunchbase.com/organization/cureskin;https://www.linkedin.com/company/heallo.ai/;300;45000;https://www.facebook.com/cureskinapp/;68000;1
Station;https://www.crunchbase.com/organization/station-2;https://www.linkedin.com/company/getstation/;13;425;https://www.facebook.com/StationApp;969;1
Hublo;https://www.crunchbase.com/organization/hublo;https://www.linkedin.com/company/hublo-fr;515;16000;https://www.facebook.com/wearehublo;10000;1
Gmelius;https://www.crunchbase.com/organization/gmelius;https://www.linkedin.com/company/gmelius;18;2000;http://www.facebook.com/gmeliusTM;3200;1
Elucd;https://www.crunchbase.com/organization/elucd;https://www.linkedin.com/company-beta/16271468/;;;https://www.facebook.com/elucd/;;0
Penta Medical;https://www.crunchbase.com/organization/penta-medical;;0;0;;0;0
Headstart;https://www.crunchbase.com/organization/headstart-app;https://www.linkedin.com/company/headstart-ai/;2;110;https://www.facebook.com/headstart.io;1500;1
Kernal Biologics;https://www.crunchbase.com/organization/kernal-biologics;https://www.linkedin.com/company/15196047/;15;4000;https://www.facebook.com/KernalBiologics-1770335909881227/about/?ref=page_internal;0;1
bxblue;https://www.crunchbase.com/organization/bxblue;https://www.linkedin.com/company-beta/10936124;;;https://www.facebook.com/bxbluebr;;0
DocTalk;https://www.crunchbase.com/organization/doctalk;;0;0;;0;0
Fieldproxy;https://www.crunchbase.com/organization/fieldproxy;https://www.linkedin.com/company/fieldproxy;20;9000;https://www.facebook.com/fieldproxy;344;1
LemonBox;https://www.crunchbase.com/organization/lemonbox;https://www.linkedin.com/company/%E6%9F%A0%E6%AA%AC%E5%A0%82lemonbox/;12;2000;https://www.facebook.com/lemonboxofficial/;41;1
Haiku;https://www.crunchbase.com/organization/haiku-2;https://www.linkedin.com/company/haiku-san-francisco;2;155;https://www.facebook.com/HaikuForTeams/;801;1
Hatch;https://www.crunchbase.com/organization/hatch-0729;https://www.linkedin.com/company/usehatchapp;110;13000;https://www.facebook.com/usehatch;883;1
Sendbox;https://www.crunchbase.com/organization/sendbox;https://www.linkedin.com/company/sendbox-technologies/;60;1000;https://www.facebook.com/sendbox.ng/;6200;1
Cosmic;https://www.crunchbase.com/organization/cosmic-js;https://www.linkedin.com/company/cosmic-js;8;425;https://www.facebook.com/cosmicjs;263;1
PAYFAZZ;https://www.crunchbase.com/organization/payfazz;https://www.linkedin.com/company/payfazz.com;251;9000;https://www.facebook.com/payfazz;0;1
Flo Recruit;https://www.crunchbase.com/organization/flo-recruit;https://www.linkedin.com/company/florecruit/;51;4000;https://www.facebook.com/FloRecruit/;926;1
NexGenT;https://www.crunchbase.com/organization/nexgent-inc;https://www.linkedin.com/company/nexgent;1000;7000;https://www.facebook.com/nexgent;21000;1
RankScience;https://www.crunchbase.com/organization/rank-science-2;https://www.linkedin.com/company/rankscience/;7;574;https://www.facebook.com/rankscience/;92;1
Thematic;https://www.crunchbase.com/organization/thematic;https://www.linkedin.com/company/thematic-ltd/;50;7000;https://www.facebook.com/getthematic/;238;1
Bottomless;https://www.crunchbase.com/organization/bottomless;https://www.linkedin.com/company/bottomless/;20;46000;https://facebook.com/bottomless;1500;1
HireSweet;https://www.crunchbase.com/organization/hiresweet;https://www.linkedin.com/company/hiresweet/;25;6000;https://www.facebook.com/hiresweet/;371;1
CocuSocial, Inc.;https://www.crunchbase.com/organization/cocusocial;https://www.linkedin.com/company-beta/7973329/;0;0;https://www.facebook.com/cocusocial/;1600;0
HitPay;https://www.crunchbase.com/organization/hitkey;https://www.linkedin.com/company/hitpay-payments;50;8000;https://www.facebook.com/hitpaynow;0;1
INKHUNTER;https://www.crunchbase.com/organization/inkhunter;https://www.linkedin.com/company/inkhunter/;1;76;https://www.facebook.com/inkHunter;4600;1
NODE;https://www.crunchbase.com/organization/node-4506;https://www.linkedin.com/company/18348713/;0;0;;0;0
Pangea;https://www.crunchbase.com/organization/pangea-app;https://www.linkedin.com/company/app-pangea;36;5000;https://www.facebook.com/app.Pangea;538;1
Fat Llama;https://www.crunchbase.com/organization/fat-lama;https://www.linkedin.com/company/fat-lama/;0;0;https://www.facebook.com/FatLlamaHQ/;0;0
Copia;https://www.crunchbase.com/organization/copia-2;https://www.linkedin.com/company/gocopia/;112;7000;https://www.facebook.com/gocopia;9000;1
Prompt;https://www.crunchbase.com/organization/prompt;;0;0;;0;0
Replit;https://www.crunchbase.com/organization/replit;https://www.linkedin.com/company/repl-it;180;70000;https://www.facebook.com/replit;6800;1
Wallarm;https://www.crunchbase.com/organization/wallarm;https://www.linkedin.com/company/wallarm;154;22000;https://www.facebook.com/wallarm;862;1
Proven Skincare;https://www.crunchbase.com/organization/proven-2932;https://www.linkedin.com/company/provenskincare/;36;26000;https://www.facebook.com/provenskincare/;22000;1
Humi;https://www.crunchbase.com/organization/humi-hr;https://www.linkedin.com/company/humi-hr;212;19000;https://www.facebook.com/gethumi;1100;1
Nobell Foods;https://www.crunchbase.com/organization/alpine-roads;https://www.linkedin.com/company/nobellfoods/;80;8000;https://www.facebook.com/pages/category/Food---Beverage/Nobell-Foods-110600737779678/;114;1
Ribbon Health;https://www.crunchbase.com/organization/ribbonhealth;https://www.linkedin.com/company/ribbonhealth/;12;10000;;0;1
Culture Biosciences;https://www.crunchbase.com/organization/culture-robotics;https://www.linkedin.com/company/culture-robotics/;84;10000;https://www.facebook.com/culturebiosci/;257;1
Mattermost;https://www.crunchbase.com/organization/mattermost;https://www.linkedin.com/company/mattermost/;155;17000;https://www.facebook.com/MattermostHQ/;861;1
Encellin;https://www.crunchbase.com/organization/encellin;https://www.linkedin.com/company-beta/7973731/;0;0;;0;0
Multiply Labs;https://www.crunchbase.com/organization/multiply-labs;https://www.linkedin.com/company/multiply-labs;53;6000;https://www.facebook.com/multiplylabsforyou/;3000;1
Joy;https://www.crunchbase.com/organization/joytheapp;https://www.linkedin.com/company/joy-the-app;454;4000;https://www.facebook.com/joytheapp;27000;1
Sleep Reset;https://www.crunchbase.com/organization/sleep-reset;https://www.linkedin.com/company/sleep-reset/;10;1000;https://www.facebook.com/sleepreset;875;1
Helium Health;https://www.crunchbase.com/organization/helium-healthcare;https://www.linkedin.com/company/heliumhealth;140;15000;https://www.facebook.com/HeliumHealth;1600;1
Enzyme;https://www.crunchbase.com/organization/enzyme-2;https://www.linkedin.com/company/enzymecorp/;22;2000;;0;1
Lucy Goods;https://www.crunchbase.com/organization/lucy-goods;https://ca.linkedin.com/company/lucy-goods;40;980;https://www.facebook.com/lucynicotine;0;1
Farmstead;https://www.crunchbase.com/organization/futureads-llc;https://www.linkedin.com/company/farmstead;50;2000;https://www.facebook.com/farmsteadapp;13000;1
Pnoe;https://www.crunchbase.com/organization/pnoe;https://www.linkedin.com/company/pnoe/;78;5000;;0;1
RelianceHMO;https://www.crunchbase.com/organization/reliancehmo-7eff;https://www.linkedin.com/company/reliance-hmo/;9;0;https://www.facebook.com/reliancehmo;0;0
Numida;https://www.crunchbase.com/organization/numida-technologies;https://www.linkedin.com/company/numida-technologies/;133;5000;https://www.facebook.com/pg/trackapp.numidatech/;21000;1
Meitre;https://www.crunchbase.com/organization/meitre;https://www.linkedin.com/company/18489108/;12;652;;0;1
Kudi;https://www.crunchbase.com/organization/kudi;https://www.linkedin.com/company/kudi.ai;410;25000;https://www.facebook.com/kudidotai/;0;1
Shipamax;https://www.crunchbase.com/organization/shipamax;https://www.linkedin.com/company/shipamax/;4;4000;https://www.facebook.com/shipamax/;300;1
Bonsai;https://www.crunchbase.com/organization/bonsai-2;https://www.linkedin.com/company/bonsai;56;14000;https://www.facebook.com/hellobonsai;874;1
CrowdAI;https://www.crunchbase.com/organization/crowdai;https://linkedin.com/companies/crowdai;8;3000;;0;1
Naborly;https://www.crunchbase.com/organization/naborly;http://linkedin.com/company/naborly;11;1000;https://www.facebook.com/naborly;1100;1
Power Router;https://www.crunchbase.com/organization/power-router;https://www.linkedin.com/company/power-router;6;4000;;0;1
Withfriends;https://www.crunchbase.com/organization/withfriends;https://www.linkedin.com/company/18361020/;3;225;https://www.facebook.com/domorewithfriends/;0;1
ClearBrain;https://www.crunchbase.com/organization/clearbrain;https://www.linkedin.com/company/18023438;2;650;https://www.facebook.com/clearbraininc;155;1
Officely;https://www.crunchbase.com/organization/officely;https://www.linkedin.com/company/getofficely/;5;1000;https://www.facebook.com/Officely-103501008138720/;156;1
Kisan Network;https://www.crunchbase.com/organization/kisan-network;https://www.linkedin.com/company/kisan-network;168;17000;https://www.facebook.com/kisannetwork;0;1
Edwin;https://www.crunchbase.com/organization/edwin-ai;https://www.linkedin.com/company/11041151/;10;147;https://www.facebook.com/englishwithedwin;23000;1
Tetra;https://www.crunchbase.com/organization/tetra;https://www.linkedin.com/company/tetra-yc-w17-/;0;0;https://www.facebook.com/calltetra/;0;0
Unima;https://www.crunchbase.com/organization/unima;https://www.linkedin.com/company/unimainc/;10;725;;0;1
Circa;https://www.crunchbase.com/organization/eventgeek;https://www.linkedin.com/company/hicirca;10;2000;https://www.facebook.com/HiCirca;0;1
Inspector Cloud;https://www.crunchbase.com/organization/inspector-cloud;https://www.linkedin.com/company/inspector-cloud;10;587;https://www.facebook.com/pg/inspectorcloudretail;153;1
Precious;https://www.crunchbase.com/organization/precious;https://www.linkedin.com/company/baby-art-app/;7;83;;0;1
Audm;https://www.crunchbase.com/organization/audm;https://www.linkedin.com/company/audm;4;764;https://www.facebook.com/audmapp/;2400;1
Khabri;https://www.crunchbase.com/organization/khabri;https://www.linkedin.com/company/khabri-app;44;6000;;0;1
Apurata;https://www.crunchbase.com/organization/apurata;https://www.linkedin.com/company/25054797;22;2000;https://www.facebook.com/ApurataPrestamos/;0;1
YourQuote;https://www.crunchbase.com/organization/yourquote;https://in.linkedin.com/company/yourquote;162;3000;https://www.facebook.com/YourQuoteApp/;261000;1
Buglife;https://www.crunchbase.com/organization/buglife;https://www.linkedin.com/company/bofaml;0;0;;0;0
Caelum Health;https://www.crunchbase.com/organization/caelum-health;https://www.linkedin.com/company-beta/18131547/;0;0;https://www.facebook.com/caelumhealth/;0;0
SharpestMinds;https://www.crunchbase.com/organization/sharpestminds;https://www.linkedin.com/company/18322157/;53;5000;https://www.facebook.com/SharpestMinds/;0;1
MyPetrolPump;https://www.crunchbase.com/organization/mypetrolpump;https://www.linkedin.com/company/mypetrolpump/;0;0;https://www.facebook.com/mypetrolpump/;0;0
Edyst;https://www.crunchbase.com/organization/edyst;https://www.linkedin.com/company/edyst/;16;3000;https://www.facebook.com/edystme/;1300;1
Loom.ai;https://www.crunchbase.com/organization/loomai;https://www.linkedin.com/company/loom.ai;20;3000;https://www.facebook.com/loomaiinc;0;1
Zinc Platform;https://www.crunchbase.com/organization/zinc-platform;https://www.linkedin.com/company/zinc-platform/;2;114;https://www.facebook.com/zincplatform/;15;1
High Earth Orbit Robotics;https://www.crunchbase.com/organization/high-earth-orbit-robotics;https://www.linkedin.com/company/high-earth-orbit-robotics;96;10000;;0;1
Solve;https://www.crunchbase.com/organization/solve-4;https://www.linkedin.com/company-beta/12958126/;0;0;;0;0
Vanido;https://www.crunchbase.com/organization/vanido;https://www.linkedin.com/company-beta/16246961/;0;0;https://www.facebook.com/pg/VanidoApp;0;0
SmartSite;https://www.crunchbase.com/organization/smartsite;https://www.linkedin.com/company/smart-site;6;18;;0;1
JetPack Aviation;https://www.crunchbase.com/organization/jetpack-aviation;https://in.linkedin.com/company/jetpack-aviation;5;5000;https://www.facebook.com/jetpackaviation/;46000;1
SMBRate;https://www.crunchbase.com/organization/smbrate;;0;0;https://www.facebook.com/yoursmbrate;35;0
Legistify;https://www.crunchbase.com/organization/legistify;https://www.linkedin.com/company/get-legal;91;11000;https://www.facebook.com/legistify;5000;1
Curtsy;https://www.crunchbase.com/organization/curtsy;https://www.linkedin.com/company/curtsy;51;2000;https://www.facebook.com/curtsyapp;47000;1
Saleswhale;https://www.crunchbase.com/organization/saleswhale;http://www.linkedin.com/company/saleswhale;13;3000;http://www.facebook.com/saleswhaleio;375;1
Rose Rocket;https://www.crunchbase.com/organization/rose-rocket;https://www.linkedin.com/company/15180908;120;11000;https://www.facebook.com/RoseRocket;998;1
Pop Meals;https://www.crunchbase.com/organization/dah-makan;https://www.linkedin.com/company/dah-makan;110;10000;http://www.facebook.com/orderdahmakan;0;1
Superside;https://www.crunchbase.com/organization/konsus;https://www.linkedin.com/company/superside;890;92000;https://www.facebook.com/supersidehq;53000;1
CareRev;https://www.crunchbase.com/organization/care-revolutions;https://www.linkedin.com/company/carerev;571;11000;https://www.facebook.com/CareRev;4700;1
Mason America, Inc.;https://www.crunchbase.com/organization/mason;https://www.linkedin.com/company/mason-america/;261;5000;https://www.facebook.com/buildwithmason;432;1
