company_name;num_female_founders;num_male_founders
Roofr;0;2
Room Service;0;3
Roomblocker;0;2
Rootly;0;2
Ropeo;0;3
Rose Rocket;0;3
Rosebud AI;1;0
Rosebud Biosciences;0;2
Rosettic;0;2
Roundabout Technologies;0;2
Roundtable;0;1
Routable;0;2
Routine;0;2
Rove;0;2
RoverX;0;3
RowBoat Labs;1;2
Rownd;1;3
Rubber Ducky Labs;2;0
Rubbrband;0;3
Ruby Card;0;3
Ruffo;0;1
Rulebase;0;2
Rulebricks;0;1
Rume;0;1
RunKit;0;2
RunLocal AI;0;3
Runway;1;3
Ruth Health;2;0
Rutter;0;2
Ruuf;0;3
Ryvn;0;2
SAMMY Labs;0;2
SBX Robotics;0;3
SFOX;0;2
SID;1;2
SMBRate;0;1
SNR Audio;0;2
SPATE;1;1
SPRX Technologies;0;2
SRE.ai;0;2
SST;0;2
STYLEBEE;1;0
Sable;0;3
SafeBase;0;3
SafeButler;1;1
Safely Finance;0;2
Safepay;0;2
SafetyKit;0;3
SafetyWing;1;2
Sail;0;2
Sakneen;0;2
SalaryBook;2;0
SalaryBox;0;2
Saldor;0;2
SalesPatriot;0;3
SalesSift;0;2
Saleswhale;1;2
Salient;0;2
Salt;1;1
Salvy;1;3
Sameday;0;2
Sameplan;0;2
Samos;0;2
Sandbox Banking;1;1
Sandra AI;0;3
Santé;0;2
Sanvivo;0;4
Saphira AI;0;2
Sapling.ai;0;1
Sarus;0;3
Satchel;1;2
Satsuma;0;2
Saturn AI;1;2
Savvy;0;1
Sayana;0;1
Scanbase;0;2
Scanwell Health;0;1
Scaphold, Inc. (acquired by Amazon);0;2
SchemeFlow;0;3
Schoolable;1;1
SciPhi;0;1
Scispot;0;4
ScopeAI;1;1
Scout;0;2
Scrapybara;0;2
Scribe;1;1
Scrimba;0;2
Scritch;2;0
Seaflight Technologies;0;2
Seals;0;4
Seam;1;1
Searchlight;2;0
Secoda;0;2
Second;0;1
Seed;0;2
Segmed;1;3
Segments.ai;0;3
Segna;0;2
Sei;0;2
Seis;0;2
Selera Medical;1;1
Selfycart;0;2
Selia;0;2
Semantic Finance;0;2
Send Reality;0;1
SendMe;0;1
Sendbox;0;2
Sendo;0;1
Seneca Systems;0;2
Sennu AI;0;2
SenpAI.GG;0;2
Sensei Robotics;0;2
Sensible Biotechnologies;0;1
Senso.ai;0;2
SensorSurf;0;1
Sepal AI;1;1
Sepsis Scout;0;2
Serial;0;2
Serica;0;3
Serinus Biosciences;0;2
Sero;0;2
Sero AI;0;1
Serra Technologies;0;2
SevnAI;1;1
Shadeform AI;0;3
Shape;0;2
Shaped;0;3
SharpestMinds;0;2
Shasta Health;0;2
Shef;0;2
Shelf;0;2
Shelf Engine;0;2
Shepherd_1;1;2
Shepherd_2;0;3
Sherloq;1;2
Sherpa Labs;0;2
Shiboleth;1;1
Shield Bio;0;2
Shift Health;0;3
Shift Messenger;0;2
ShiftDoc;1;1
Shimmer;1;2
Shinkei Systems;0;1
Shiok Meats;1;1
ShipBlu;0;3
Shipamax;1;1
Shipmates;0;2
Shiru;1;0
Shone;0;3
ShopWith;1;2
Shopagram;0;1
ShoprTV;0;1
Shopscribe;0;2
Short Story;1;1
Shotput;0;2
ShowAndTell;0;2
Shred Video;0;2
Shuttle;0;1
Shuttle Central;0;1
SiLogy;1;1
SiPhox Health;0;2
SideGuide;0;4
Sidekick;0;4
Sidekick Browser;0;1
Sidenote;0;3
Sieve;0;2
Sift Dev;0;2
Siftly;0;2
SigNoz;0;2
Siglo;0;2
Sigma AI;0;3
Sigma Genetics, Inc;0;3
SigmaOS;0;3
Signadot;0;2
Signatur Biosciences;0;2
Silimate;1;1
SilkChart;1;1
Silurian AI;0;3
SimCare AI;0;2
Simbie Health;3;0
Simetrik;0;2
Simmer;0;2
Simple AI;1;1
Simple Strips;0;2
SimpleCitizen;1;2
SimpleHash;0;2
SimpleMoney;0;1
Simplex;1;1
Simplifine;1;2
Simplify;0;3
Simplifyd;1;1
Sintellium AI;0;1
Sirdab;0;2
Sitenna;0;2
Sivo;2;0
Sixa;0;2
Sixty;0;3
Sizeless;0;2
Sketchbox;0;2
Skill Lync;0;2
Skillza;0;1
Skio;0;1
Skip Scooters;0;2
SkyLights;1;4
SkyLink;0;2
Skydropx;0;4
Skygaze;0;3
Skymind;0;2
Skyvern;0;2
Skyways;0;2
Slapdash;0;3
Slash;0;2
Slashauth;0;2
Slauth.io;0;3
Sled;0;3
Sleek;0;3
Sleep Reset;1;0
SliceQ;0;2
Sliced Investing;0;2
Slicker;0;2
SlideMail;0;1
Slidely AI;0;2
Slik;0;2
Slingshot Bills;1;1
Slingshow;1;1
Slip;0;1
Slite;0;1
Smarking;1;0
Smart Alto;0;3
SmartHires;0;2
SmartSite;0;3
Smartcuts;0;1
Smobi;0;2
Smol Coach;1;0
Smyte;0;3
Snab;0;2
Snackpass;0;3
SnapCalorie;0;2
SnapTrade;0;3
Snapboard;0;1
Snappr;0;2
Snazzy;0;2
Snowpilot;0;2
SockSoho;2;0
Soff;1;1
Softiva Creatives;0;1
Sohar Health;0;2
Sola;1;1
Solidroad;0;2
SoloSuit;0;2
Solve;0;3
Solve Intelligence;0;3
SomnApp;0;2
Somos Internet;1;2
Sonar;0;3
Sonauto;0;2
Sonia;0;3
Sonnet;0;2
Soon;0;2
Sophris;0;3
Sophys;0;1
Soraban;0;1
Sorcerer;0;3
Sorted;0;2
Soteri Skin;1;1
Soteris;0;1
Soundry AI;0;3
Sourcepulse;0;1
Sourceress;0;1
SpaceRyde;1;1
Spaceium;1;1
Spade;1;2
SpadeWorks;0;1
SpareChange;0;2
Spark;1;1
Spark Studio;3;1
SparkGift;2;0
SparkSwap;0;2
SpecCheck;0;2
Speck;0;2
Spect;0;3
Speechly;0;3
Speedscale;0;3
Speedy Brand;1;2
Spellbrush;0;2
Spenmo;0;2
Spenny;0;2
Spero Foods;1;0
Sphere;0;2
Sphere Secure Workspace;0;3
Spherecast;0;3
Sphinx;0;2
Spinach AI;0;3
Spine AI;0;2
Splash;0;2
Spline;0;1
Splitsub;0;2
Spoil;1;1
Spoken.io;0;2
Spot Health;0;1
SpotAngels;0;3
Spott;0;3
Spring in Africa;0;2
SprintAI;0;1
SproutFi;0;2
Spruce;0;2
Spur;2;0
Sqreen;0;2
Squack;0;3
Stable;1;1
Stablegains;0;2
Stably AI;1;1
Stack Auth;1;1
Stack Wealth;1;3
StackLead;0;2
Stacker;0;5
Stackshine;0;2
Stacksi;0;2
Stacksync;0;2
Stackup;0;2
Staffjoy;0;2
Stairs Financial;0;2
Stamp;0;1
Standard Cyborg;0;2
Standard Data;0;2
Starcity;0;4
Starcloud;0;3
Stark Bank;0;1
Starlight Charging;0;1
Starsky Robotics;0;2
StartClosing;0;2
StartPlaying;0;1
Station;0;3
Statiq;0;2
StayQrious;0;3
Stayflexi;0;3
Steinmetz;0;2
Stellar;2;1
Stellar Sleep;0;1
Stempad;0;1
Stepful;1;2
Stipop (YC S21);0;2
Stitch Health;0;2
Stitch Technologies;0;2
Stock Unlock;0;2
Stoic.;0;1
Storia AI;1;1
Stormy;0;2
Storyboard;0;1
Storyboarder;0;4
Storylane;0;2
StowNest Storage;0;4
Strac;0;1
Strada;0;2
StratumAI;1;1
Streak;0;3
Stream;0;2
Streamdal;0;1
Striga;0;2
Strike;1;2
Strive Education;0;2
Strobe;0;2
Strong Compute;0;1
StrongIntro;0;2
Struct;1;1
Structured Labs;1;1
Studdy;0;2
StudyStream;0;3
Sturdy;0;2
Sturdy Finance;0;1
Style Lend;1;0
SubImage;0;2
Sublime Black;3;1
SubscriptionFlow;0;1
Subsets;0;3
Substrate;0;2
Subtrace;0;2
Sudden Coffee;0;2
Suger;0;3
Suggestr;0;2
Suiteness;0;3
Summed AI;1;2
Sunlight;0;3
Sunpia;1;2
Sunset;1;1
SuperAPI;0;2
SuperKalam;0;2
SuperTokens;0;2
Superagent;0;2
Supercontrast;0;2
Superfilter;1;2
Supermedium;0;2
Supernova.io;1;4
Superorder;0;1
Superpowered;0;4
Superpowered AI;0;4
Superside;1;2
Supertone;0;3
Superunit;0;2
Superwall;0;2
Suplias;0;3
Supplant;0;2
Supr Daily;0;3
Surematics;0;1
SuretyNow;0;2
Surface Labs;0;2
Surge;0;2
Sway Finance;1;1
Swayable;1;2
Sweep;0;2
Sweetspot;0;6
Swift;0;2
SwiftSku;0;2
Swifter;1;2
Swipe;1;4
Swipehouse;0;3
Swishjam;0;2
Switchboard;0;2
Symphony;0;2
Symple;1;3
Synapsica;1;3
Synapticure;0;2
Synaptiq;0;3
Sync(YC W22);0;1
Synch;0;2
Syncly;0;3
Synder;0;2
Synkrino Biotherapeutics;0;2
Synnax;1;2
SynsoryBio;0;2
Synth;0;4
Synth AI;0;1
Synthetic Minds;0;1
SyntheticFi;0;2
Syntra;0;2
Sytex;0;4
Sywork;0;2
TAG;0;3
TAI;0;2
THEYA;0;3
TL Biolabs;0;1
TRAC;0;2
TRM Labs;0;2
TYBR Health;0;2
Taali Foods;1;1
Tab;0;3
TableFlow;0;2
Tablevibe;0;2
Tabular;0;4
Tachyon;0;2
Tackle;1;1
TagMango;0;2
Taiki;0;2
Tailfin;0;2
Tailor;1;1
Tailor-ED;2;0
Tailorr;0;3
Taiv;0;3
Tajir;0;2
Take App;0;1
Taktile;0;2
Talc AI;0;2
Tall Poppy;2;1
Taloflow;0;3
Talus Bio;1;1
TamLabs;0;2
Tamarind Bio;1;1
Tambua Health;0;3
Tandem;0;6
Tandem Space;1;2
Tangia;0;2
Tangobuilder;0;2
Tank Payments;0;3
Tantl;0;2
Taobotics;1;3
Tappity;0;4
Taro - Software Engineer Growth;0;2
Taste;0;2
Tavus;0;2
TaxGPT;1;1
Taxo;0;2
Taylor AI;0;2
TeamOut;0;2
Teamspace;0;1
TechBiz;0;2
Teclada;0;2
Tegon;0;3
Tejas AI;0;2
Telematica;0;2
Teleo;0;2
Telivy;0;3
Tella;0;2
Telmai;1;1
Telophase;0;2
Templarbit;0;2
Tempo Labs;0;2
Tenderd;0;1
Tenjin;0;2
Tennr;0;3
Tensil;0;2
TensorFuse;0;2
TensorPool;0;3
Terapify;0;2
Terark;1;1
Tergle;0;2
Termii;1;2
Terminal;0;2
Termius Corporation;0;2
Terra;0;2
Terra API;0;2
Terrace;1;1
Terracotta AI;0;2
Terrakotta;1;2
Terusama;0;2
Tesseral;0;2
Tetra;0;2
TetraScience;1;2
Texel.ai;0;2
Text Blaze;0;2
The Ankler;1;1
The Breakaway;0;2
The Essential;0;2
The Forecasting Company;0;2
The Juggernaut;1;0
The Lobby;0;1
The Mercer Club;0;3
The Podcast App;0;2
The Sails Company;0;4
The Supplant Company;0;1
The Third Place;1;1
Thematic;1;1
Thera;0;2
ThereCraft;0;1
Therify;0;2
Theseus;0;3
Thread;0;3
Thryft;1;1
Thunder Compute;0;2
Thunkable;1;2
Thyme;0;2
Tienda Dólar;0;3
TigerEye;1;1
Tile;2;0
Tilt;0;3
Tinai;0;2
Tingles;1;1
Tint.ai;0;3
Tiny;0;2
Tipe;0;3
Tiptap;0;6
Tire Swing;0;2
Titan AI;0;3
Tivara;0;2
ToDesktop;0;1
Todos Comemos;0;2
Together Video Chat;0;1
Token Transit;1;3
Toko;2;0
Toku;2;0
Tola;0;2
Toma;1;2
Toolbox;0;2
Toolchest;0;1
Toothy AI;0;3
Topkey;0;3
Topline Pro;1;2
Topo.io;0;3
Topship;0;2
TorMagnus Pharmaceuticals;1;1
Torpedo Therapeutics;1;0
Tough Commerce;0;2
Toybox;0;2
Trace;1;1
Tracecat;0;2
Traceloop;0;2
TrackChain;0;2
Trackingplan;0;4
Trackstar;0;2
TradeFlow;1;1
TradeX;0;3
Tradewind BioScience;0;3
TrainLoop;0;2
Trainy;0;2
Tranch;0;2
Tranqui;0;3
TransAstra;0;1
Transfez;0;2
Transformity;0;2
Trata;0;3
Traversal Networks;0;1
Traverse Technologies;0;2
Trayd;2;0
Treble.ai;0;3
Trebol;0;2
Treinta;0;2
Trela;0;3
Trellus;0;2
Tremor;0;2
Trench;0;2
TrendUp;0;1
Trendex;1;1
Trendpop;0;2
Tress;3;0
Trestle;0;1
Tributi;0;2
Trident Bioscience;0;1
Trieve;0;2
Trigger.dev;0;4
Trigo;0;2
TripleZip;0;2
Triplebyte;0;3
Triplit;0;2
Trove;0;1
TrueBiz;0;3
TrueClaim;1;1
TrueNorth;0;2
Trueplace;0;1
Truewind;0;2
Truffle AI;0;2
Truora;1;3
TrustedFor;1;2
Trusty;0;2
Trusu;0;3
Truva;1;1
Tuli;1;1
Tupelo;0;2
Turing Labs;0;2
Turion Space;0;3
Turntable;0;3
Tusk;0;2
Tuva Health;0;2
Twenty;0;3
Twenty (YC S23);0;1
Twine;0;3
Two Dots;0;2
Tydo;0;2
Tyltgo;0;2
Type;0;2
Typedream;2;3
Uberduck;0;1
Ubicloud;0;3
Udhaar Book;1;2
Uh-Oh Labs;0;2
Uiflow;1;1
Ukama;0;1
Ultra.tech;0;4
Ultralight;0;1
Umbria;0;3
Unai;0;2
Unbound Security;0;2
Unbox AI;0;2
Uncommon Therapeutics;0;2
Uncountable;0;3
Undermind;0;2
Unflow;1;2
Unfurl;1;3
Unhaze;0;1
Unicorn;0;1
Unicornly;0;1
Unify;0;1
Unima;1;3
Union Apartment;0;3
Union54;1;2
Univerbal;0;3
Universe;0;1
Unlayer;0;2
Unlogged;0;2
Unnyhog;1;2
Unravel Carbon;1;1
Unsaddl;0;2
Unsloth AI;0;2
Unstatiq;0;2
Untether Labs;0;2
Unthread;0;2
UpBanx;1;2
UpCodes;0;2
UpKeep;0;1
UpLabs;1;1
UpLink;0;4
UpTrain;1;2
Upcall;0;2
Update;0;3
Upfort;0;3
Upfront;0;2
Upshift;0;2
Upsolve AI;0;2
Upstream;0;2
UrbanKisaan;0;3
User Hero;1;1
UserGems;0;2
Usul;0;3
UtilityScore;0;1
V-Flow Medical;0;2
VOIQ;1;2
Vaero;0;2
Valari;0;2
Validere;0;2
Valienta;0;3
Valink Therapeutics;0;2
Valiu;0;3
Valora;0;2
Value Voting;0;2
Vance;0;1
Vango AI;0;2
Vanhawks;0;2
Vanido;1;0
Vansec;1;1
VantedgeAI;0;2
Vantel;2;0
Vapi;0;2
Varden Labs;0;3
Variant;0;2
Varos;1;2
Vathys;0;1
Vatler;0;3
VaultPay;1;1
Vecindario;0;2
Vector;0;2
VectorShift;0;2
Vectordash;0;3
Vectorview;0;2
Vectrix;0;2
Veera Health;1;1
Veles;0;2
Vellum;1;2
Velontra;0;2
Velorum Therapeutics;0;2
Velt;1;1
Vendah;1;3
Vendease;0;4
Vendoo;0;4
Vendr;0;2
Vendra;0;2
Vendy;0;2
VenoStent;0;2
Venta;0;2
Venu;2;3
Venue;0;2
Vera Health;0;2
Verbiflow;0;2
Verde;0;2
Verdn;0;2
Verifiable;0;2
Verihubs;0;2
Vernox Labs;0;2
Verse;1;1
Verse Medical;0;1
Versori;0;2
Veryfi;0;2
Vespper;2;0
Vessel;0;2
VetPronto;1;3
VetRec;0;2
Vetcove;0;2
Vetnio;0;2
Viaopt;0;2
Vice Lotteries;0;1
Vidcode;3;0
Viddy;0;2
VideoGen;0;2
Vigilant;0;2
Village Labs;0;2
Vimcal;0;2
Vimmerse;0;1
Vinco;1;0
Vinebox;1;1
Viosera Therapeutics;0;2
Virtually;0;1
Visly;0;1
Vista;1;0
Vista Power;0;3
Visual One;0;2
Vitable Health;0;1
Vitalize Care;0;3
Vitau;0;2
Viva Labs;0;2
Viya;0;2
VizeraLabs;0;2
Vizly;0;2
Vizy;0;2
Vizzly Technology;0;2
Vobi;0;4
Vocality Health;1;1
Vocode;0;2
VoiceOps;1;2
Voicepanel;0;2
Void;0;2
Volk Fi;0;2
Volopay;0;2
Volt Health;0;1
Voltic;0;3
Volumetric;0;2
Voodoo Manufacturing;0;4
Vooma;0;2
Voosh Software technologies;0;3
Vora AI;0;1
Vori;0;3
VotingWorks;0;2
Vovana;0;3
Voyage Biomedical;1;2
Vue Storefront;0;3
WANTD;1;3
Wallarm;0;2
Wand Solar;0;2
Wanderlog;0;2
WareIQ;0;2
Warmly;2;2
Warp;0;1
WarpBuild;0;1
Warpfy;0;2
Warrant;0;2
Wasmer;0;1
Wasp;0;2
Watto AI;1;2
Wattson Health;0;2
Watu;0;1
Waveline;0;4
Wavy Music;0;1
Waydev;0;2
Waypoint;0;2
Waypoint Transit;0;2
WaystoCap;1;3
WeReno;0;2
WeWeb;0;3
WeatherCheck;0;2
Weav;1;2
Weave;0;2
Weave Robotics;0;2
Weavel;0;3
Webiny;0;2
Weekday;0;4
Weel;0;2
Welcome;0;3
Weltio;0;2
Whalesync;0;2
Whaly;0;3
WheelStreet;1;1
WhiteLab Genomics;0;2
Whiz;1;2
Wibond;1;2
Wifi Dabba;0;2
Wild Moose;1;2
Wildcard;0;2
Wildfire;0;4
Willing;0;2
Willow;0;3
Windmill;0;1
Windsor.io;0;2
Windwalk Games;0;3
Winford AI;0;2
Wing It;0;2
Wingback;0;2
Wingman;1;2
Wink Health;0;1
Winno;0;1
Winter;1;1
Withfriends;1;2
Wmastersolutions (PVT) Ltd;0;1
Wolfia;0;1
Women.com;1;1
Wondercraft;0;3
Woody Library;1;0
Wordware;0;2
WorkClout;0;3
Workbase;0;2
Workbench;0;2
Workflow86;0;2
Worklytics;0;2
Workpage;0;2
Worksphere;1;2
WorldCover;0;2
WorldQL;0;1
Woz;0;2
Wren;1;2
Writesonic;0;1
Wuri;0;2
Wyndly;0;2
X-ZELL;0;1
XTraffic;0;3
Xberts;0;2
Xeol;0;2
Xkit;0;1
Yarn;1;1
Yassir;0;2
Yemaachi Biotechnology;1;3
Yenmo;0;2
Yezza;0;2
Yondu;0;2
YonedaLabs;0;2
YouShift;1;2
YouTeam (YC W18);0;3
YourQuote;0;2
Ysplit;0;3
Yuma AI;0;1
Yummy;0;1
Yunit;0;1
ZOKO;0;2
Zaam;1;1
Zaraz;0;2
Zaymo;0;2
Zazos;0;3
Zeal;1;1
Zealth;1;1
Zeit AI;0;2
Zeit Medical;0;2
Zelos Cloud;1;2
Zelos Gaming;0;2
Zen;0;2
Zen99;0;2
Zenamins;0;1
Zenbase AI;0;2
Zenfetch;0;2
Zensors;0;2
Zenysis;0;2
ZeoAuto;0;3
Zep AI;0;1
Zeplin;1;3
Zergo;1;2
ZeroDev;0;1
ZeroEntropy;1;1
ZeroPath;0;4
Zestful;0;3
Zeta Surgical;0;3
ZiffyHomes;0;3
Ziina;1;2
Zimi;1;1
Zinc Platform;0;2
Zinc Save;0;1
Zingbus;0;3
Zinite;1;2
ZipSchool;1;0
Zippi;1;2
Zitara Technologies;0;2
Zoios;0;2
Zoltar;0;2
Zoomer;0;2
Zorba;0;2
Zuddl;1;1
Zumo Labs;1;3
Zuni;0;2
Zynq;0;2
Zyper;1;0
a0.dev;0;2
arketa;1;1
arnata;0;1
askLio AI;0;3
askMyClass;1;0
assistant-ui;0;1
autone;0;2
awen;0;1
beU delivery;1;2
boitas.com;0;3
buzzle.ai;0;3
bxblue;0;3
camelAI;2;1
careCycle;0;2
clearspace;0;2
coil;0;2
dNovo Bio;0;2
dawn;0;3
deepsilicon;0;2
devmark.ai;0;1
dili;1;2
ditto;2;0
dmodel;0;2
doola;0;2
dyte;0;3
earnJARVIS;0;2
edgetrace;0;2
emojis.com;0;2
eqtble;0;3
et al.;2;0
expand.ai;0;1
finbar;0;1
fixa;0;2
getcrux;0;3
goDutch;0;3
gonddo;0;3
hotglue;0;2
hypcloud;0;3
iLabService;1;2
iMicrobes;1;2
iSono Health;1;1
ideate.xyz;0;2
ilk;1;2
ilumadata;0;2
inBalance;0;3
inBuild;0;2
inSomaBio;0;2
inVOID;0;2
iollo;0;1
ion design;0;2
jEugene;0;1
kapa.ai;0;2
lapzo;0;1
marblism;0;2
marketfeed;0;2
mdhub;0;2
mello;0;3
moonrepo;0;2
nCompass Technologies;0;2
nsave;0;3
onederful;1;1
onetool;0;2
outloud.ai;1;1
pyq;1;1
rct AI;1;3
re-mint;1;1
rift;0;3
seer;1;1
spotLESS Materials;1;1
spritz.finance;0;1
sudocode;0;2
superglue;1;1
taxProper;0;2
telli;0;3
ten.dev;0;2
testRigor;0;5
trebu;0;2
truemetrics;0;4
uwi;0;2
vacation home rents;0;2
vly.ai;0;2
voize;0;3
wOS;1;2
wagetap;0;3
wealth42;0;2
webapp.io;1;1
xPay;0;2
yBANQ;0;3
yearend.;0;2
zPREDICTA;1;1
zeroheight;0;2
Ångström AI;1;2
á la couch;1;1
